name,marca,descrizione,image_url
DURUM SATINATO,Boero,"Durum Satinato è uno smalto antiruggine ad alte prestazioni, alchido-uretanico, satinato e resistente all’esterno. Con ottime proprietà anticorrosive e decorative, ha buon potere coprente e buona dilatazione. Leggermente tixotropico, non presenta fenomeni di gocciolamento e colatura in fase applicativa e ha estrema stabilità e durata di performance nel tempo.",N/D
LITRON,Boero,"Litron è uno smalto brillante per ferro e legno extra resistente a rapida reticolazione, alchidico ad alto solido. Assicura una copertura efficace del substrato già alla prima applicazione. La sua qualità indiscussa coniuga una perfetta essiccazione con un maggior spessore per mano, come evidenziano test di laboratorio secondo ASTM D5895 (condizionamento 12 ore, 20°C e 50% di umidità relativa). Dimostra eccellente pienezza, elasticità e dilatazione del film. Con ottimo punto di bianco ed eccellente ritenzione e costanza di tinta nel tempo, fornisce durata e resistenze meccaniche superiori anche in esterno.",N/D
SATINELLO,Boero,"Satinello è uno smalto antiruggine satinato, alchidico-tixotropico, con buona dilatazione. Facile da applicare, non gocciola e non cola. Particolarmente indicato per la pitturazione di supporti interni, come, ad esempio, per la verniciatura di porte, mobili e finestre.",N/D
FERROPIÙ BRILLANTE,Boero,"Ferropiù Brillante è uno smalto antiruggine brillante. È un prodotto versatile, adatto sia come fondo che come finitura. Ha ottimo potere protettivo, elevata adesione ai supporti metallici ed è applicabile direttamente su ferro. Tixotropico, permette di raggiungere un elevato spessore del film. Facile da applicare, richiede minima preparazione delle superfici da trattare.",N/D
FERROPIÙ MICACEO,Boero,"Ferropiù Micaceo è uno smalto antiruggine antichizzato. È un prodotto versatile, adatto sia come fondo che come finitura. Protegge efficacemente il ferro conferendogli un aspetto finale simile al ferro battuto. Grazie alla pigmentazione a base d’ossido di ferro micaceo e altri pigmenti lamellari, crea una barriera all'ossigeno e all'umidità - principali cause di corrosione - e ostacola la penetrazione delle radiazioni UV, principali responsabili del degrado della pellicola pittorica protettiva. Facile da applicare, permette di raggiungere un elevato spessore del film e richiede minima preparazione dei supporti da trattare.",N/D
BOEROZINC,Boero,"Boerozinc è uno smalto protettivo anticorrosivo, ideale per supporti difficili. Si distingue per ottima copertura, buona dilatazione ed eccellente adesione su supporti difficili. È idoneo per la protezione e la decorazione di superfici complesse e poco assorbenti come, ad esempio, lamiera zincata, alluminio, leghe metalliche, tubi zincati, parti in rame e PVC. Con aspetto satinato, si applica direttamente sulla superficie, svolgendo la doppia funzione di primer e finitura.",N/D
BOEROGLOSS,Boero,"Boerogloss è uno smalto universale brillante, anticorrosivo a base di resine alchidiche. Caratterizzato da buona resistenza agli agenti atmosferici grazie a pigmenti particolarmente efficaci anche all’esterno e con ottima distensione. Facile da applicare.",N/D
BIOFER,Boero,"Biofer è un fondo anticorrosivo e finitura per supporti difficili, alchidico formulato con speciali pigmenti e fosfati di zinco, caratterizzato da elevato potere coprente e riempitivo e buona dilatazione. Ottima resistenza agli agenti atmosferici, anche in ambienti severi, quali atmosfere marine e montane, ambienti marini e industriali. Estremamente versatile e con ottima adesione al supporto, è utilizzabile sia come antiruggine che come imprimitura per legno.",N/D
FERSAN,Boero,"Fersan è una pittura antiruggine sintetica, a base di resine alchidiche, con elevato potere anticorrosivo e ottimo potere riempitivo. Pittura idonea anche come mano riempitiva di fondo per l’applicazione su legno nuovo e mai trattato, anche all’esterno.",N/D
PRIMER PIÙ,Boero,"Primer Più è un fondo anticorrosivo monocomponente e finitura per supporti difficili. Ideale per la manutenzione e/o preparazione di lamiera zincata, alluminio, supporti ferrosi e non ferrosi, leghe leggere e PVC. È caratterizzato da elevata copertura e ottima dilatazione. È resistente agli agenti atmosferici.",N/D
CASABELLA,Boero,"Casabella è una pittura opaca di qualità dalla spiccata versatilità, utilizzabile sia come mano di fondo che come finitura per interni. Ha elevato potere coprente e riempitivo, si applica e carteggia con facilità. Utilizzata come finitura, permette di ottenere superfici opache di piacevole effetto estetico.",N/D
DURUMSTUCCO,Boero,"Durumstucco è uno stucco sintetico a spatola, a solvente e a base di resine alchidiche. È idoneo per applicazioni a basso e medio spessore,. Ha ottima aderenza e si carteggia facilmente sia a secco che a umido. È indicato per la stuccatura di superfici in legno e ferro.",N/D
DILUENTE 700,Boero,"Diluente 700 è un diluente universale per prodotti sintetici. Formulato con una miscela di idrocarburi aromatici, è ideale per l'applicazione professionale o per i privati. Indicato per la pulizia e sgrassatura degli attrezzi, come i pennelli.",N/D
DILUENTE 703,Boero,"Diluente 703 è un diluente per applicazioni a spruzzo, formulato con una miscela di idrocarburi aromatici.",N/D
DILUENTE 900,Boero,"Diluente 900 è una acquaragia minerale, formulata a base di idrocarburi alifatici e aromatici.",N/D
ALTURA ACQUA SATINATA,Boero,"Altura Acqua Satinata è una vernice per legno all’acqua satinata trasparente. Indicata per la decorazione e la protezione di manufatti in legno a vista esposti in atmosfere severe, come ambienti marini e montani. Buona lavorabilità, dilatazione, elasticità, resistenza al blocking e agli agenti atmosferici. Prodotto di facile applicazione e rapida essiccazione, con aspetto satinato/vellutato. Ideale anche in ambienti chiusi perché inodore.",N/D
ALTURA ACQUA BRILLANTE,Boero,"Altura Acqua Brillante è una vernice per legno all'acqua brillante trasparente. Indicata per la decorazione e la protezione di manufatti in legno a vista esposti in atmosfere severe, come ambienti marini e montani. Buona lavorabilità, dilatazione, elasticità, resistenza al blocking e agli agenti atmosferici. Prodotto di facile applicazione e rapida essiccazione. Ideale anche in ambienti chiusi perché inodore.",N/D
BIOSETA ACQUA,Boero,"Bioseta Acqua è una finitura impregnante all’acqua ad effetto cera, inodore, per la decorazione e la protezione di manufatti in legno come serramenti, perlinati, mobili e oggetti di bricolage, anche esposti in atmosfere severe, quali ambienti marini e montani. La presenza di speciali cere permette al prodotto di proteggere il legno, rendendo la superficie trattata idrorepellente, piacevole al tatto e, allo stesso tempo, traspirante. Non nasconde le venature naturali del supporto, valorizzando anche i legni meno pregiati.",N/D
BIOLEGNO ACQUA,Boero,"Biolegno Acqua è un impregnante protettivo per legno all’acqua, per la decorazione e la protezione di manufatti come serramenti, perlinati, mobili e oggetti di bricolage, anche esposti in ambienti severi, quali atmosfere marine e montane. Protegge il legno in profondità, colorandolo. Esalta la bellezza delle venature, mantenendone inalterato l'aspetto e la naturale traspirabilità. Essicca rapidamente ed è inodore.",N/D
BIOTONO,Boero,"Biotono è un ritonificante all’acqua per legno, specifico per rivitalizzare il legno già verniciato ad esempio di infissi, serramenti e staccionate. Ripetuto annualmente, il trattamento ravviva il colore e la luminosità della finitura, prolungando la durata dello strato protettivo. Facile da applicare, è idoneo su qualsiasi tipo di finitura monocomponente (acqua o solvente).",N/D
ALTURA SILK,Boero,"Altura Silk è una vernice poliuretanica per legno satinata, monocomponente, con un raffinato aspetto di finitura. Ideale per la protezione di supporti lignei di pregio, come arredamenti interni di imbarcazioni, infissi, portoncini e mobili. Esalta la bellezza naturale del legno.",N/D
ALTURA GLOSS,Boero,"Altura Gloss è una vernice per legno extra brillante, ideale per la decorazione e la protezione di supporti lignei di pregio esposti a condizioni ambientali severe, quali ambienti marini, industriali e rurali. Buona elasticità e pienezza del film. Idonea per qualsiasi tipo di legno e particolarmente adatta per imbarcazioni.",N/D
DURUM 121,Boero,"Durum 121 è una vernice per legno protettiva brillante, ideale per la protezione del legno pregiato esposto a condizioni ambientali molto severe, specialmente in ambiente marino. Protegge dai sali marini, dall'azione meccanica dell'acqua e dai raggi solari. È contraddistinta da ottima brillantezza, elevato potere riempitivo, ottima dilatazione e resistenza del film. Facile da applicare, richiede minima preparazione del supporto.",N/D
BIOSETA,Boero,"Bioseta è una finitura satinata per legno, impregnante ad effetto cera, per la decorazione e la protezione di manufatti quali serramenti, perlinati, mobili e oggetti di bricolage, anche esposti in atmosfere severe, come ambienti marini e montani. Contiene speciali cere, che permettono al prodotto di penetrare in profondità nel legno senza otturarne i pori e rendendo la superficie idrorepellente, piacevole al tatto e, allo stesso tempo, traspirante. Si applica facilmente e non sfoglia. Esalta le venature, valorizzando anche legni poco pregiati. Resistente ai raggi UV.",N/D
BIOLEGNO,Boero,"Biolegno è un impregnante protettivo per legno, per la protezione e valorizzazione di infissi, perlinati, imbarcazioni, serramenti, anche se esposti in ambienti severi, quali atmosfere marine e montane. Ottima resistenza agli agenti atmosferici e ai raggi UV. Esalta le venature del legno, colorandolo e mantenendone traspirabilità e aspetto naturale. Non forma pellicola, non sfoglia.",N/D
IDROCOLOR ALTA DEFINIZIONE,Boero,"Idropittura acrilica superlavabile (Classe 1), fine ed extra opaca. La Tecnologia 4K, con utilizzo di materie prime innovative, garantisce piacevolezza applicativa ed eccellente distensione e dilatazione, per colori profondi e inalterabili, senza segni di ripresa e difetti estetici. Reologia ottimizzata per una miglior distribuzione del prodotto, lavorazioni più rapide con minor fatica, anche su ampie metrature, con meno mani e garanzia di un risultato di qualità. Ottimo punto di bianco e ottima gestione del colorato, coprente e uniformante, anche su tinte forti. Resa estetica perfetta e omogenea su molteplici supporti, senza segni di sovrapposizione e di profilature con una buona gestione del ritocco. Con certificato IAQ Indoor Air Quality di classe “A+”. Formaldeide Free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Risponde al requisito b del criterio 2.5.13 “Pitture e Vernici” e al criterio 2.5.1 “Emissione negli ambienti confinati (inquinamento indoor)” dell’Allegato al D.M. del 23 giugno 2022 CAM.",N/D
OASI,Boero,"Oasi è una pittura superlavabile e supercoprente murale, con ottima resistenza al lavaggio, dall’aspetto ricco, morbido e satinato. Semplice da applicare, è contraddistinta da eccezionale punto di bianco ed elevatissimo potere coprente. In alcuni casi una sola mano di prodotto è sufficiente per ottenere una finitura ottimale. È ideale per la coloritura di locali prestigiosi e, in genere, per valorizzare i vari ambienti della quotidianità.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificazione di qualità ambientale EPD®.",N/D
KOALA,Boero,"Koala è una idropittura superlavabile vellutata ad alta copertura ed eccezionale punto di bianco. Con elevato grado di opacità, maschera efficacemente piccole imperfezioni superficiali, come segni di stuccature e riprese. Di impiego universale e dal gradevole aspetto vellutato, è tinteggiabile anche nelle tinte forti, accese e di tendenza. È particolarmente apprezzata per ambienti prestigiosi o per creare quinte di colore nell'ambito dell'interior design. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificato IAQ Indoor Air Quality di classe “A+”. Con certificazione di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).
Conforme ai protocolli ambientali BREEAM®.",N/D
MATT KOALA,Boero,"Matt Koala è una pittura superlavabile extra opaca, con ottimo punto di bianco, che assicura ottime coperture da bagnato e con una sola mano di prodotto anche su superfici complesse, con texture strutturate, scure o già colorate. Su supporti sani e moderatamente assorbenti, può essere applicata, dopo corretta preparazione del supporto, senza l’uso di isolanti e fissativi.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Dotata di certificato IAQ Indoor Air Quality di classe “A+” e certificazione di qualità ambientale EPD®.",N/D
TREND,Boero,"Trend è una idropittura lavabile traspirante a copertura superiore caratterizzata da buon punto di bianco. Facile da applicare, ha ottima pennellabilità ed è utilizzabile anche per ricoprire carte da parati. Indicata per cucine, bagni e, in genere, per locali soggetti alla formazione di condensa. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta).",N/D
BREZZA,Boero,"Brezza è una idropittura extrabianca molto opaca, lavabile, traspirante, caratterizzata da elevato punto di bianco e buon potere coprente e con ottima pennellabilità. È utilizzabile anche per ricoprire carta da parati. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Dotata di certificazione di qualità ambientale EPD®.",N/D
BOEROPAKO,Boero,"Boeropako è una idropittura lavabile opaca, con elevato potere riempitivo, mascherante e coprente. È utilizzabile anche per ricoprire carta da parati. Possiede ottima pennellabilità ed elevata opacità. Maschera piccole imperfezioni nel supporto o inestetismi applicativi. È utilizzabile in qualsiasi ambiente come, ad esempio, camere, sale, cucine e bagni. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta).",N/D
BOEROLAVABILE,Boero,"Boerolavabile è una idropittura universale ad alta opacità, lavabile, caratterizzata da buona copertura e ottimo punto di bianco anche da bagnato. Facile da applicare, con ottima pennellabilità e buona resistenza al lavaggio. Universalmente utilizzabile in qualsiasi ambiente interno, come, ad esempio, camere, sale, cucine e bagni. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta).",N/D
BOEROBIANCO PLUS,Boero,"Boerobianco Plus è una idropittura traspirante murale, professionale, elevata opacità, facile da applicare. Grazie alla particolare granulometria e all'elevata opacità, uniforma il supporto, mascherando eventuali piccole imperfezioni superficiali. Particolarmente indicata per soffitti e ambienti interni, come cucine e bagni soggetti a formazione di condensa. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificato IAQ Indoor Air Quality di classe “A+” e certificazione di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).
Conforme ai protocolli ambientali LEED® e BREEAM®.",N/D
BOEROSTUCCO,Boero,"Boerostucco è uno stucco a spatola extrabianco carteggiabile a secco, di facile applicazione. Ideale per eliminare efficacemente le varie imperfezioni superficiali dei supporti. Essicca rapidamente senza eccessiva riduzione del volume. Ricopribile sia con idropitture che con normali fondi all’acqua o a solvente. Idoneo per supporti in legno e muratura.",N/D
FONDO 2000,Boero,"Fondo 2000 è un isolante fissativo acrilico consolidante all'acqua, a base di polimeri acrilici in microemulsione, con elevato potere coprente. È utilizzabile per la preparazione di qualsiasi superficie edile destinata ad essere ricoperta con idropitture o rivestimenti, quali intonaci di diversa natura, pareti in gesso, cartongesso, agglomerati vari, calcestruzzo, fibrocemento e vecchie pitture a calce non sfarinanti. Le dimensioni ridotte delle particelle di legante conferiscono al prodotto eccezionale capacità di penetrazione del substrato ed eccellenti doti di riduzione degli assorbimenti di acqua. Con certificato IAQ Indoor Air Quality di classe “A+”. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
IDROACRIL,Boero,"Idroacril è un isolante acrilico all'acqua, a base di resine acriliche in emulsione. Il prodotto, applicato sulle superfici murali, uniforma zone a diverso assorbimento, consolida supporti poco coerenti e migliora l’ancoraggio delle successive mani di idropittura. Idoneo per qualsiasi tipo di supporto interno, anche se leggermente sfarinante.",N/D
FONDO P362,Boero,"Fondo P362 è un fissativo consolidante pigmentato all'acqua, con buon potere impregnante, ideale per la preparazione di supporti interni destinati alla tinteggiatura con sistemi a base sintetica e acrilica. Consolida, uniforma e riduce gli assorbimenti d’acqua. Pigmentato, copre e maschera il colore del supporto rendendo, in alcuni casi, non necessaria la seconda mano del prodotto di finitura e facilitandone l’applicazione e ottimizzandone le proprietà. Con certificato IAQ Indoor Air Quality di classe “A+”. Con certificazione di qualità ambientale EPD®.",N/D
ARCUS,Boero,"Arcus è una pittura antimacchia all'acqua di fondo e finitura con ottimo potere coprente ed elevata adesione al supporto. Eccellente per isolare e nascondere in modo duraturo macchie di umidità, nicotina, fuliggine, colla e pennarello. Grazie alle eccellenti caratteristiche prestazionali, è indicata anche come fondo per legno: isola e blocca la ricomparsa delle macchie dovute al trasudamento del tannino (fenomeno tipico dei legni resinosi e tropicali). È utilizzabile come primer per superfici murarie, quali, ad esempio intonaci, pareti a gesso e cartongesso.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta) e con certificazione di qualità ambientale EPD®.",N/D
MAGNUM MURI LUCIDO,Boero,"Magnum Muri Lucido è uno smalto murale lucido all'acqua, non ingiallente. Ha ottima resistenza al lavaggio ed è smacchiabile con facilità. Inodore, è particolarmente indicato per ambienti molto frequentati ed esposti a deterioramento e usura e dove è più sentita la necessità di un alto grado d’igiene. Tinteggiabile anche nelle tinte forti, è ideale per creare spazi originali e di tendenza dall’elevato valore estetico. Dichiarato idoneo per la verniciatura di ambienti con presenza di alimenti, secondo la norma UNI 11021-2002 relativa alla metodologia HACCP. Con certificato di qualità ambientale EPD® e Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).
Conforme ai protocolli ambientali LEED® e BREEAM®.",N/D
MAGNUM MURI SATINATO,Boero,"Magnum Muri Satinato è uno smalto murale satinato all'acqua, non ingiallente. Ha ottima resistenza al lavaggio ed è smacchiabile con facilità. Inodore, è particolarmente indicato per ambienti molto frequentati ed esposti a deterioramento e usura e dove è più sentita la necessità di un alto grado d’igiene. Tinteggiabile anche nelle tinte forti, è ideale per creare spazi originali e di tendenza dall’elevato valore estetico. Rispetta i criteri 7.1, 7.2 (requisiti essenziali), 8.1, 8.4, 8.5 (requisiti particolari) della norma UNI 11021-2002 relativa alla metodologia HACCP per la verniciatura di ambienti con presenza di alimenti.
Con certificato IAQ Indoor Air Quality di classe “A+ e certificato di qualità ambientale EPD®. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta).",N/D
MAGNUM MURI OPACO,Boero,"Magnum Muri Opaco è uno smalto murale opaco all'acqua, non ingiallente. Ha ottima resistenza al lavaggio ed è smacchiabile con facilità. Inodore, è particolarmente indicato per ambienti molto frequentati ed esposti a deterioramento e usura e dove è più sentita la necessità di un alto grado d’igiene. Tinteggiabile anche nelle tinte forti, è ideale per creare spazi originali e di tendenza dall’elevato valore estetico. Rispetta i criteri 7.1, 7.2 (requisiti essenziali), 8.1, 8.4, 8.5 (requisiti particolari) della norma UNI 11021-2002 relativa alla metodologia HACCP per la verniciatura di ambienti con presenza di alimenti.
Con certificato IAQ Indoor Air Quality di classe “A+ e certificato di qualità ambientale EPD®. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).
Conforme ai protocolli ambientali BREEAM®.",N/D
CARTUN,Boero,"Cartun è una pittura per cartongesso supercoprente extra opaca e uniformante, ideale per mascherare piccoli difetti tipici del supporto in cartongesso, quali giunture e stuccature. Facile da applicare, può essere utilizzata direttamente su cartongesso, anche senza pretrattamento con fissativo. La prima mano di finitura conferisce un aspetto estetico altamente professionale, rendendo in alcuni casi non necessaria una seconda mano di prodotto. Versatile, può essere utilizzata nei vari ambienti privati e professionali. Cartun è Formaldeide Free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta).",N/D
CASASANA,Boero,"Casasana è una pittura anticondensa antimuffa fonoassorbente, a effetto barriera termica, formulata con speciali microsfere di vetro cave e additivi specifici. Crea sulla parete un sistema vetro-aria-vetro che isola la superficie, normalizzando le zone con disuniformità termiche sensibili. Il minor sbalzo termico tra supporto murario e temperatura ambientale ostacola il deposito della condensa, migliorando il comfort abitativo e favorendo una diffusione del calore ottimizzata. Decora e protegge i supporti murali riducendo la formazione di muffe e contribuendo, al contempo, ad abbattere l’incidenza dell’inquinamento acustico nei locali. Ha un’eccellente permeabilità al vapore acqueo, testata in Classe 1. L’aspetto opaco maschera ottimamente eventuali piccole imperfezioni del supporto.
Dichiarato idoneo per la verniciatura di ambienti con presenza di alimenti, secondo la norma UNI 11021-2002 relativa alla metodologia HACCP. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Con certificato IAQ Indoor Air Quality di classe “A+”.  Con certificazione di qualità ambientale EPD®.",N/D
BATRIX,Boero,"Batrix è una pittura lavabile antimuffa extra bianca con additivi attivi contro muffe, funghi e alghe. Lavabile, non ostacola la trasmissione del vapore acqueo e contrasta efficacemente la formazione della condensa. Per la sua azione risanante, è particolarmente indicata per locali pubblici in genere e per ambienti umidi e poco aerati. L’aspetto opaco maschera ottimamente eventuali piccole imperfezioni del supporto.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta), conforme alla norma UNI EN 15457 (resistenza alla crescita di funghi) e dotata di certificazione di qualità ambientale EPD®. Risponde ai Criteri Ambientali Minimi (C.A.M.) necessari per l’affidamento di servizi di progettazione e lavori per la costruzione, ristrutturazione e manutenzione di edifici pubblici, secondo il D.M. del 23 giugno 2022 (si rimanda alla scheda tecnica del prodotto).",N/D
AQUABEL ANTIMUFFA,Boero,"Aquabel Antimuffa è una pittura traspirante antimuffa opaca, con buona idrorepellenza e con specifici additivi a vasto spettro d’azione, che aiutano a prevenire nel tempo la formazione di muffe, funghi e alghe. Semplice da applicare, di impiego universale e tinteggiabile anche nelle tinte forti, è particolarmente indicata per la pitturazione di bagni, cucine e, in generale, per ambienti soggetti ad umidità elevata e a condensa.
Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta), conforme alla norma UNI EN 15457 (resistenza alla crescita di funghi). Con certificato IAQ Indoor Air Quality di classe “A+”. Con certificazione di qualità ambientale EPD®.",N/D
BOEROKLIMA,Boero,"Boeroklima è una pittura traspirante antimuffa, facile da applicare e dalla particolare granulometria, efficace nel mascherare eventuali imperfezioni superficiali. L’impiego di additivi ad ampio spettro d’azione permette di prevenire la formazione di muffe e funghi in ambienti poco areati e soggetti a formazione di condensa. Ha buon potere coprente e traspirabilità elevata. Formaldeide free (formaldeide inferiore ai limiti di soglia di rilevazione strumentale e non intenzionalmente aggiunta). Conforme alla norma UNI EN 15457 (resistenza alla crescita di funghi).",N/D
LASER 23,Boero,"Laser 23 è una soluzione risanante antimuffa a vasto spettro d'azione pronta all'uso specifica per pulire e rimuovere da soffitti e pareti interne ed esterne degradate i più svariati tipi di muffa, anche nelle condizioni più severe di contaminazione. È particolarmente efficace contro muschi e alghe. Ottimizza e completa il ciclo per il risanamento e la protezione degli ambienti soggetti a formazione di condensa e muffa i Risananti Boero.",N/D
