marca,name,descrizione,image_url
spit,"SPIT 353 SDS MAX - MARTELLO ELETTRO-PNEUMATICO COMBINATO SDS MAX, 1.100 W","Caratteristiche e vantaggi:
Uso confortevole, grazie all'avvio elettronico progressivo
Capacità di foratura fino a grandi diametri, ideale per posa di ferri di giunzione e forature passanti per impianti
Spia d'avviso di necessità di manutenzione
Scalpello orientabile per favorire la comodità di lavoro",/images/spit_prodotti/SPIT353SDSMAX-MARTELLOELETTRO-PNEUMATICOCOMBINATOSDSMAX1100W.webp
spit,"XT3 SDS+ - Punta SDS PLUS multi-tagliente per calcestruzzo, muratura e pietra","Versatili e più durevoli
Caratteristiche e vantaggi:
Testa monoblocco con tre taglienti
Doppio profilo di centratura
Tripla elica per migliore asportazione della polvere
Elica a bordo piano per ridurre le vibrazioni
Resistente al contatto con i ferri d'armatura",/images/spit_prodotti/XT3SDS-PuntaSDSPLUSmulti-taglientepercalcestruzzomuraturaepietra.webp
spit,"XT2 SDS+ - Punta SDS PLUS mono-tagliente per calcestruzzo, muratura e pietra","Foratura rapida
Caratteristiche e vantaggi:
Tagliente appuntito per maggior effetto scalpello
Doppio profilo di centratura per una migliore precisione
Elica a passo variabile, per l'estrazione della polvere",/images/spit_prodotti/XT2SDS-PuntaSDSPLUSmono-taglientepercalcestruzzomuraturaepietra.webp
spit,"R3+ - Punta SDS PLUS multi-tagliente per calcestruzzo, muratura e pietra","Grande diametro
Caratteristiche e vantaggi:
Ampie luci di passaggio nella testa e nell'elica, per massimizzare l'estrazione dei detriti
Un tagliente centrale e due taglienti laterali per massimizzare la velocità
Doppio profilo di centratura per una maggiore precisione
Indicatore d'usura sulla testa e sull'elica",/images/spit_prodotti/R3-PuntaSDSPLUSmulti-taglientepercalcestruzzomuraturaepietra.webp
spit,UTENSILI DEMOLITORI SDS+ - Scalpello a punta SDS+,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDS-ScalpelloapuntaSDS.webp
spit,UTENSILI DEMOLITORI SDS+ - Scalpello a taglio SDS+,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDS-ScalpelloataglioSDS.webp
spit,UTENSILI DEMOLITORI SDS+ - Pala SDS+,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDS-PalaSDS.webp
spit,"XT3 SDS MAX - Punta multi-tagliente SDS MAX per calcestruzzo, muratura e pietra","Versatili e più durevoli
Caratteristiche e vantaggi:
Testa monoblocco con tre taglienti
Doppio profilo di centratura
Tripla elica per migliore asportazione della polvere
Elica a bordo piano per ridurre le vibrazioni
Resistente al contatto con i ferri d'armatura",/images/spit_prodotti/XT3SDSMAX-Puntamulti-taglienteSDSMAXpercalcestruzzomuraturaepietra.webp
spit,"R3+ SDS MAX - Punta multi-tagliente SDS MAX, per calcestruzzo","Grande diametro
Caratteristiche e vantaggi:
Ampie luci di passaggio nella testa e nell'elica, per massimizzare l'estrazione dei detriti
Una tagliente centrale e due taglienti laterali per massimizzare la velocità
Doppio profilo di centratura per una maggiore precisione
Indicatore d'usura sulla testa e sull'elica",/images/spit_prodotti/R3SDSMAX-Puntamulti-taglienteSDSMAXpercalcestruzzo.webp
spit,UTENSILI DEMOLITORI SDS MAX - Scalpello a punta SDS MAX Premium,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-ScalpelloapuntaSDSMAXPremium.webp
spit,UTENSILI DEMOLITORI SDS MAX - Scalpello a taglio SDS MAX Premium,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-ScalpelloataglioSDSMAXPremium.webp
spit,UTENSILI DEMOLITORI SDS MAX - Pala SDS MAX Premium,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-PalaSDSMAXPremium.webp
spit,UTENSILI DEMOLITORI SDS MAX - Scalpello a punta SDS MAX,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-ScalpelloapuntaSDSMAX.webp
spit,UTENSILI DEMOLITORI SDS MAX - Scalpello a taglio SDS MAX,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-ScalpelloataglioSDSMAX.webp
spit,UTENSILI DEMOLITORI SDS MAX - Pala 20° SDS MAX,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-Pala20SDSMAX.webp
spit,UTENSILI DEMOLITORI SDS MAX - Pala SDS MAX,Attacco: SDS+ (compatibile con tutti i martelli perforatori e demolituri dotati di codolo SDS Plus),/images/spit_prodotti/UTENSILIDEMOLITORISDSMAX-PalaSDSMAX.webp
spit,AG18+ - Smerigliatrice angolare a batteria 18V,"Smerigliatrice angolare, potente e sicura con motore brushless, piattaforma Cordless Essentials 18V
Caratteristiche e vantaggi:
Elevata efficienza di lavoro grazie al motore brushless e al controllo a 3 velocità;
Massima sicurezza: protezione dal riavvio, freno elettrico, protezione da sovraccarico e controllo del rimbalzo;
Grande ergonomia grazie all'interruttore a paletta e all'impugnatura ergonomica;
Maggiore durata grazie al filtro antipolvere rimovibile e lavabile.",/images/spit_prodotti/AG18-Smerigliatriceangolareabatteria18V.webp
spit,CS18 - Sega circolare 165mm a batteria 18V,"Sega circolare compatta con motore brushless, piattaforma Cordless Essentials 18V
Caratteristiche e vantaggi:
Design compatto e leggero grazie al motore brushless e alla base in alluminio;
Ergonomia ottimale: impugnatura in gomma morbida e doppio LED;
Comodo grazie al design del flusso d'aria e alla funzione soffiante;
Bocchetta raccogli-polvere rimovibile;",/images/spit_prodotti/CS18-Segacircolare165mmabatteria18V.webp
spit,D60 - Scanalatrice D140MM 1600W,"Scanalatrice leggera e compatta, ideale per lavorare in assenza di polvere, in combinazione con l'aspiratore Spit
Caratteristiche e vantaggi:
Sistema di montaggio rapido dei dischi, senza chiavi
Regolatore di profondità azionabile senza chiavi
Regolazione rapida dell'impugnatura in 8 posizioni
Studiata per tagliare fino contro parete",/images/spit_prodotti/D60-ScanalatriceD140MM1600W.webp
spit,D90 - Scanalatrice D. 150 mm - 2500 W,"Scanalatrice per muratura, intensiva e potente
Caratteristiche e vantaggi:
Sistema di montaggio rapido dei dischi, senza chiavi
Regolazione di profondità fino a 50 mm, eseguibile senza uso di chiavi
Studiata per tagliare fino contro parete
Motore ad alte prestazioni per uso intensivo nel calcestruzzo",/images/spit_prodotti/D90-ScanalatriceD150mm-2500W.webp
spit,DWS225 - Levigatrice per cartongesso f 225 mm - 550W,"Levigatura pratica e facile per la preparazione di soffitti e pareti
Caratteristiche e vantaggi:
La lunghezza dell'attrezzo consente di poter lavorare a soffitto o su alte pareti, senza scale o ponteggi
Lo snodo della testa permette di seguire facilmente la superficie da levigare
Il bilanciamento tra motore e testa garantisce il comfort d'impiego
Assenza totale di polvere grazie alla connessione con gli aspiratori Spit
Ampia gamma di dischi di grana per diversi livelli di finitura",/images/spit_prodotti/DWS225-Levigatricepercartongessof225mm-550W.webp
spit,SG 125E - Levigatrice orbitale f 125 mm 1800 W,"Attrezzo molto pratico, con un'ampia gamma di platorelli adatti a svariate applicazioni di levigatura
Caratteristiche e vantaggi:
Peso ridotto ed impugnatura simmetrica, grande maneggevolezza
Carter apribile per raggiungere anche le zone più difficili (angoli)
Assenza totale di polvere grazie alla connessione con gli aspiratori Spit
Interruttore di blocco per lavorare in totale comfort",/images/spit_prodotti/SG125E-Levigatriceorbitalef125mm1800W.webp
spit,L18 - Laser verde L18 18V,"Laser altamente visibile a 360°, piattaforma Cordless Essentials 18V
Caratteristiche e vantaggi:
3 diodi verdi visibili a grande distanza (50 mt con ricevitore)
Robusto, carter rinforzato per massima protezione da urti accidentali
Completo di accessori: supporto e treppiede
Compatibile con batterie 18V - 2 Ah e 5 Ah",/images/spit_prodotti/L18-LaserverdeL1818V.webp
spit,XTREME C - Disco XTREME C,"Specifico per calcestruzzo
Caratteristiche e vantaggi:
Elevata durata di vita
Grande velocità di taglio e ridotte vibrazioni
Montaggio corretto grazie agli indicatori del senso di rotazione
Prodotto in conformità con norma europea EN 13236 e Standard OSa",/images/spit_prodotti/XTREMEC-DiscoXTREMEC.webp
spit,XTREME UNIVERSAL - Per materiali abrasivi,"Espressamente studiato per pietra naturale
Caratteristiche e vantaggi:
Segmenti di elevata qualità per porestazioni al top su materiali abrasivi
Montaggio corretto grazie agli indicatori del senso di rotazione
Prodotto in conformità con norma europea EN 13236 e Standard OSA",/images/spit_prodotti/XTREMEUNIVERSAL-Permaterialiabrasivi.webp
spit,SILVER TURBO-T - Disco continuo multimateriale,"Espressamente studiato per taglio preciso di tegole o pietra naturale
Caratteristiche e vantaggi:
Ideale per tagli su Poroton
Elevata durata di vita, segmento sinterizzato direttamente sull'anima del disco
Montaggio corretto grazie agli indicatori del senso di rotazione
Prodotto in conformità con norma europea EN 13236 e Standard OSA",/images/spit_prodotti/SILVERTURBO-T-Discocontinuomultimateriale.webp
spit,DIASLOT - Sistema modulare Diaslot,"Caratteristiche e vantaggi:
Realizzazione di tracce finite in una sola passata
Larghezza della traccia regolabile grazie alla modularità del sistema
Precisa regolazione di profondità di D90 evita il danneggiamento del mattone forato
Idoneo su mattone forato con isolante integrato
Prodotto in conformità con norma europea EN 13236 e Standard OSa",/images/spit_prodotti/DIASLOT-SistemamodulareDiaslot.webp
spit,PLATORELLI PENTASURF - Platorello Pentasurf 125C,"Espressamente studiato per molteplici usi
Caratteristiche e vantaggi:
Preparazione superfici da piastrellare
Preparazione muri da pitturare
Rimozione colla da piastrelle",/images/spit_prodotti/PLATORELLIPENTASURF-PlatorelloPentasurf125C.webp
spit,PLATORELLI PENTASURF - Platorello Pentasurf 125U,"Espressamente studiato per finitura ruvida
Caratteristiche e vantaggi:
Levigatura con necessità di asportazione molto elevate, su calcestruzzo
Rimozione rimanenze da casseforme",/images/spit_prodotti/PLATORELLIPENTASURF-PlatorelloPentasurf125U.webp
spit,DISCHI DWS - Dischi Premium DWS 225,"Vari numeri di grana
Caratteristiche e vantaggi:
In tessuto, migliore aspirazione",/images/spit_prodotti/DISCHIDWS-DischiPremiumDWS225.webp
spit,PLATORELLI PENTASURF - Platorellouniversale D125 MM,"Espressamente studiato per finiture fini
Caratteristiche e vantaggi:
Flusso d'aria ottimizzato per efficace evacuazione della polvere
Vibrazioni ridotte grazie alla geometria asimmetrica
Compatibile con tutti gli utensili sul mercato",/images/spit_prodotti/PLATORELLIPENTASURF-PlatorellouniversaleD125MM.webp
spit,PLATORELLI PENTASURF - Platorello Pentasurf 125F,"Espressamente studiato per rimozione di rivestimenti spessi
Caratteristiche e vantaggi:
Rifinitura di muratura e rivestimenti",/images/spit_prodotti/PLATORELLIPENTASURF-PlatorelloPentasurf125F.webp
spit,"AC 1625 - Aspiratore/aspiraliquidi da 25 L, classe L","Efficienza d'aspirazione, per polveri e liquidi
Caratteristiche e vantaggi:
Pulizia filtri automatica per vibrazione ogni 2 minuti
Tubo d'aspirazione (antistatico) lungo 5 metri, per un'ampio raggio d'azione
Robusto serbatoio a doppia parete da 25 litri
Cavo elettrico di 8 metri per maggiore libertà di movimento in cantiere",/images/spit_prodotti/AC1625-Aspiratoreaspiraliquidida25LclasseL.webp
spit,"AC 1630PM - Aspiratore/aspiraliquidi da 32 L, classe M","Caratteristiche e vantaggi:
Pulizia filtri automatica ed alternata, senza interruzione dell'aspirazione
Conforme normativa EN 603335-2-69 per aspirazione polveri sottili
Segnalatore acustico di avviso flusso aria insufficiente
Tubo d'aspirazione (antistatico) lungo 5 metri, per un'ampio raggio d'azione
Cavo elettrico di 8 metri per maggiore libertà di movimento in cantiere
Tappo di chiusura per rimozione sacchetto polveri
Ruote dimensionate per un'ottimizzazione della mobilità in cantiere",/images/spit_prodotti/AC1630PM-Aspiratoreaspiraliquidida32LclasseM.webp
