name,marca,descrizione,image_url
CROMOSINT,Colorificio Tirreno,"Antiruggine di buona ef cacia, idonea alla protezione di strutture metalliche in ferro sottoposte a media corrosione.",/images/colorificiotirreno_prodotti/CROMOSINT.webp
NAVALCROM,Colorificio Tirreno,"Antiruggine particolarmente indicata per soddisfare le molteplici esigenze dell’industria navale, NAVALCROM è composta da uno speciale legante sintetico che, combinato con alte percentuali di pigmenti attivi, forma una barriera altamente resistente all’umidità e quindi all’ossidazione.",/images/colorificiotirreno_prodotti/NAVALCROM.webp
ACRISIL,Colorificio Tirreno,"Finitura acril-silossanica di buona idrorepellenza, traspirante è particolarmente indicato per una protezione delle facciate. Possiede le migliori proprietà delle pitture organiche (quarzi e lavabili acrilici o vinilici) e parte delle pitture minerali (silicati e calce).",/images/colorificiotirreno_prodotti/ACRISIL.webp
T3 TOTAL,Colorificio Tirreno,"Rivestimento stiroloacrilico, antialga, con farina di quarzo selezionata. Finitura insaponificabile, ottimo potere coprente e resistenza meccanica, tenuta del colore alle intemperie.",/images/colorificiotirreno_prodotti/T3TOTAL.webp
ZINCOPLAST,Colorificio Tirreno,"Dotato di un ottimo potere di ancoraggio è speci co per il trattamento con un unico prodotto di manufatti in lamiera zincata, alluminio anodizzato, PVC, ecc.. È idoneo anche alla protezione di super ci in ferro.",/images/colorificiotirreno_prodotti/ZINCOPLAST.webp
PITTURA PER PISCINE,Colorificio Tirreno,"Finitura al clorocaucciù di elevata resistenza chimica. Speciale per piscine, si applica su cemento nuovo, due o tre mani onde consentire un buon isolamento del supporto.",/images/colorificiotirreno_prodotti/PITTURAPERPISCINE.webp
GUAINA LIQUIDA,Colorificio Tirreno,"Rivestimento a base di elastomeri acrilici ad acqua formulato per impermeabilizzare tetti, terrazze, solai, coperture industriali, canne fumarie in cemento, legno, metalli in genere, ecc.. GUAINALIQUIDA è altresì indicato per il ripristino di coperture in cartone catramato o guaina, in eternit, in lamiera zincata, plastica o vetroresina. E’ inoltre efficace come sigillante ed insonorizzante. Una mano di fissativo a solvente Plioprimer, prima delle due mani richieste, garantisce una resa superiore ed una miglior riuscita del lavoro. Non applicare con tempo incerto, su super ci umide o in previsione di gelate notturne.",/images/colorificiotirreno_prodotti/GUAINALIQUIDA.webp
ZINCOPLAST,Colorificio Tirreno,"Smalto acrilico, prottetivo per lamiere zincate e plastica, formulato con speciali resine, insaponificabili, che garantiscono la perfetta adesione su lamiere zincate, lega leggera, plastica, pvc ecc. E’ allo stesso tempo mano di fondo e prodotto a finire di eccellente resistenza agli agenti atmosferici, anche in ambiente marino ed industriale.",/images/colorificiotirreno_prodotti/ZINCOPLAST.webp
HYGENIA,Colorificio Tirreno,"Idrorepellente supercoprente fungicida, acrilica, è certificata e formulata con additivi specifici atti a prevenire il proliferare di muffe, funghi, alghe e muschio, in quei locali interni, scarsamente areati, soggetti a condensa quali bagni, cucine, cantine, etc. La finitura è di alto effetto estetico e garantisce un punto di bianco di altissimo livello. L’applicazione di Hygenia garantisce ambienti sani ed igienici per un lungo tempo (fino a 5 anni) con una formulazione innovativa fisiologicamente innocua per l’uomo e gli animali domestici.",/images/colorificiotirreno_prodotti/HYGENIA.webp
ECOFLOOR,Colorificio Tirreno,"Speciale per garages, cantine, palestre, ecc. è particolarmente indicato laddove l’esalazione dei solventi non sarebbe compatibile, come ospedali, scuole, forni, caseifici ed in genere in tutta l’industria alimentare.",/images/colorificiotirreno_prodotti/ECOFLOOR.webp
ZINC RICH PRIMER,Colorificio Tirreno,"Primer a base di resine sintetiche particolari, ad elevato contenuto di pigmento attivo (polvere di zinco). Ottime proprietà anticorrosive. Buona aderenza anche su supporti non perfettamente preparati, sovraverniciabile anche a distanza di tempo. Buona resistenza alla temperatura.",/images/colorificiotirreno_prodotti/ZINCRICHPRIMER.webp
SILOXAN FONDO,Colorificio Tirreno,"A base di resine silossaniche ad acqua, idoneo al trattamento delle superfici prima dell’utilizzo di finiture a base silossanica o a base calce. Non occlude i pori della superficie lasciando inalterata la traspirabilità del supporto creando altresi una barriera idrorepellente alla pioggia.",/images/colorificiotirreno_prodotti/SILOXANFONDO.webp
Nuvole,Colorificio Tirreno,"Lavabile, traspirante, idrorepellente per esterni ed interni, è pittura all’acqua, igienica, di facile applicazione, particolarmente indicata per la tinteggiatura di ambienti interni ai quali conferisce un aspetto vellutato. È idonea anche all’esterno su qualsiasi tipo di intonaco. È inoltre dotata di ottima resistenza allo sfregamento, risultando pertanto igienica anche in quanto lavabile, tanto da poter essere consigliato per tutte le pareti di casa.",/images/colorificiotirreno_prodotti/Nuvole.webp
Smeralda,Colorificio Tirreno,"Dotata di ottima copertura, eccellente punto di bianco, buona resistenza allo sfregamento, è particolarmente indicata per la tinteggiatura di ambienti con scarsa aereazione ai quali fornisce, inoltre, una eccellente protezione.",/images/colorificiotirreno_prodotti/Smeralda.webp
ALLUMINIO,Colorificio Tirreno,"Finitura di ottima brillantezza, applicabilità e copertura, è idoneo alla protezione di strutture metalliche all’esterno e all’interno soggette ad elevate temperature (sino a 200°C).",/images/colorificiotirreno_prodotti/ALLUMINIO.webp
SARDINIA,Colorificio Tirreno,"Antivegetativa di lunga durata e altissima qualità, è dotata di elevato potere biocide ed agisce con efficacia sia sulla fauna che sulla ora, impedendo il formarsi di quel tappeto di “erba” che costituisce il terreno ideale per l’insediamento dei denti di cane.",/images/colorificiotirreno_prodotti/SARDINIA.webp
TIRGEL,Colorificio Tirreno,"Formulato con pigmenti ecologici esenti da piombo e cromo, consente di ottenere, con una sola mano, elevata protezione contro la corrosione ed effetto estetico eccellente. Idoneo al trattamento di cancelli, inferriate, recinzioni, anche in legno.",/images/colorificiotirreno_prodotti/TIRGEL.webp
FIVE STARS LUCIDO,Colorificio Tirreno,"Finitura uretanica di alta qualità per esterno ed interno, è formulato e prodotto secondo le più moderne tecniche e con materie prime accuratamente selezionate. La qualità superiore di Five Stars assicura elevate prestazioni per: grande facilità di applicazione sia a pennello che a rullo, dilatazione impeccabile, assenza di colature, copertura perfetta con una sola mano, ottima resistenza alle intemperie e eccellente stabilità delle tinte all’esterno. Five Stars è indicato per laccare porte, finestre, mobili ed infissi interni, soggetti a frequente lavabilità. E’ consigliato per pitturazioni di infissi esterni in ferro, insegne pubblicitarie, imbarcazioni, mezzi di trasporto, gru, carriponte, ecc…",/images/colorificiotirreno_prodotti/FIVESTARSLUCIDO.webp
PORTOFINO ENAMEL,Colorificio Tirreno,"Smalto poliuretanico bicomponente, dotato di ottima ritenzione della brillantezza, di eccellente punto di bianco, non ingiallente. E’ consigliato per finiture di gran pregio su yacht ed imbarcazioni in vetroresina, ferro, legno, alluminio. Flessibile e resistente, è indicato come mano a finire in cicli anticorrosivi industriali, per manufatti esposti in atmosfera marina ed industriale fortemente aggressiva.",/images/colorificiotirreno_prodotti/PORTOFINOENAMEL.webp
ECOGLOSS FINITURA,Colorificio Tirreno,Finitura a cera ad acqua inodore di qualità superiore. Sviluppata grazie a una nuova formula che garantisce la penetrazione in profondità nelle fibre del legno esercitando un’azione super-protettiva esaltando le venature del legno senza alterarle.Contiene uno speciale filtro anti UV che protegge il legno dai raggi nocivi del sole evitandone l’ingiallimento e il deterioramento.Conferisce al supporto un’elegante finitura vellutata. Non sfoglia e non si crepa.,/images/colorificiotirreno_prodotti/ECOGLOSSFINITURA.webp
IDROQUARZ,Colorificio Tirreno,"Rivestimento al quarzo liscio a pennello, per esterno ed interno, è formulato con resine acriliche in emulsione acquosa, che gli conferiscono grande resistenza agli agenti atmosferici ed elevata elasticità, farine di quarzo selezionate e cariche minerali naturali di varie granulometrie, che impediscono screpolature e sfogliamenti del film favorendo nello stesso tempo la traspirabilità. L’elevato potere coprente, l’ottima pennellabilità e la notevole resistenza allo sfregamento rendono IDROQUARZ particolarmente idoneo alla pitturazione e protezione di superfici esterne ad intonaco civile o calcestruzzo.",/images/colorificiotirreno_prodotti/IDROQUARZ.webp
Nuvole special,Colorificio Tirreno,"Lavabile, traspirante, idrorepellente per esterni ed interni, è pittura all’acqua, igienica, di facile applicazione, particolarmente indicata per la tinteggiatura di ambienti interni ai quali conferisce un aspetto vellutato. Può essere utilizzata anche all’esterno, preferibilmente in sezioni non soggette a pioggia battente. È inoltre dotata di buona resistenza allo sfregamento, risultando pertanto igienica anche in quanto lavabile, tanto da poter essere consigliato per tutte le pareti di casa.",/images/colorificiotirreno_prodotti/Nuvolespecial.webp
Copritutto,Colorificio Tirreno,"Pittura murale bianca opaca, antimacchia, in solvente inodoro, coprente, traspirante aderente e perfettamente lavabile. Copritutto copre definitivamente le macchie di nicotina, umidità, fumo, unto; è pertanto ideale per la pitturazione di locali pubblici quali: bar, alberghi, ristoranti e uffici. Si applica direttamente su vecchie pitture, tempere, fondi sfarinanti, polistirolo senza bisogno di isolanti perché aderisce su tutte le super ci. Antimuffa, è quindi ideale per il trattamento di sale da bagno, cucine e palestre. Validissimo per il restauro di ambienti storici o di pregio quali chiese, musei ecc.; i supporti polverosi vanno trattati con una mano molto diluita di Copritutto.",/images/colorificiotirreno_prodotti/Copritutto.webp
SANALEGNO SETA,Colorificio Tirreno,"Aggiunge alle caratteristiche del Sanalegno un signi cativo effetto estetico protettivo dovuto ad una particolare cera che ne esalta l’idrorepellenza.Un ciclo protettivo di particolare ef cacia è il seguente: due mani di SANALEGNO, incolore o colorato, e una mano di SANALEGNO SETA a nire.",/images/colorificiotirreno_prodotti/SANALEGNOSETA.webp
GOMMA LIQUIDA,Colorificio Tirreno,"Rivestimento a base di elastomeri acrilici ad acqua che garantisce ottima resistenza agli agenti atmosferici, ottima impermeabilità, facile manutenzione, elevata elasticità del lm nel tempo. Gommaliquida è stato ritenuto prodotto particolarmente idoneo ad “incapsulare” le coperture in cemento-amianto (eternit), affrontando e risolvendo, almeno temporaneamente, il problema della salvaguardia della salute umana e del rispetto dell’ambiente. Non applicare con tempo incerto o in previsione di gelate notturne: Gommaliquida non avrebbe il tempo di asciugare. In caso di supporti molto assorbenti, applicare una mano di fissativo Plioprimer o una mano di Gommaliquida diluita al 25 – 30%.",/images/colorificiotirreno_prodotti/GOMMALIQUIDA.webp
KEBISTUK,Colorificio Tirreno,"© 2018 – 2024 Colorificio Tirreno Srl. All Rights Reserved – P.IVA: 01477650111Via Genova, 128 – Ceparana, La Spezia (SP) – Tel. +39 0187 715979 Fax +39 0187 717878",/images/colorificiotirreno_prodotti/KEBISTUK.webp
ECOPRIMER,Colorificio Tirreno,"Ecoprimer, pittura opaca di fondo ad elevato potere coprente e riempitivo. Facile da applicare e carteggiare, livella le piccole imperfezioni del supporto. Ideale come trattamento di preparazione su supporti nuovi quali finestre, porte e conglomerati vari sia all’interno che all’esterno. Uniforma l’assorbimento del legno facilitando l’applicazione degli smalti di finitura aumentandone la resa e la pienezza.",/images/colorificiotirreno_prodotti/ECOPRIMER.webp
GLITTER,Colorificio Tirreno,Effetto decorativo di grande effetto a base di resine acriliche in dispersione acquosa con inerti selezionati e speciali pigmenti con colori metallici.L’effetto glitterato dona luminosità alla parete e può essere messo in risalto con giochi di luce.,/images/colorificiotirreno_prodotti/GLITTER.webp
KEMITEX HB GRIGIO,Colorificio Tirreno,Clorocaucciù puro ad alto spessore essiccante ad aria specifico quale mano a finire di cicli esposti ad atmosfera marina e a contatto con acqua di mare. È indicato quale mano intermedia nella pitturazione di carene in lega leggera e ferro.,/images/colorificiotirreno_prodotti/KEMITEXHBGRIGIO.webp
POLYMATT SMALTO,Colorificio Tirreno,"Polymatt smalto acrilico brillante o satinato, inodore, atossico, specificatamente formulato per garantire facilità d’applicazione ed ottima aderenza su tutti i supporti, e specificatamente sui muri che necessitano di essere sottoposti a lavaggi con prodotti disinfettanti e sgrassanti. Ideale per pareti di ospedali, bagni, cucine, ed ovunque si voglia garantire la massima igiene.Polymatt smalto risponde alle caratteristiche richieste dalla certificazione HACCP. Consente la verniciatura anche in locali chiusi nei mesi invernali.",/images/colorificiotirreno_prodotti/POLYMATTSMALTO.webp
ECOGLOSS CERA,Colorificio Tirreno,"Impregnante idoneo alla protezione del legno in profondità, resiste ottimamente alle intemperie, ai raggi ultravioletti e rende la super cie protetta perfettamente idrorepellente.È idoneo anche all’interno su vecchie travi, verande, perlinati.",/images/colorificiotirreno_prodotti/ECOGLOSSCERA.webp
PRIMER BITUMINOSO,Colorificio Tirreno,"Primer Bituminoso classico composto da bitume e solvente è indicato come sottofondo per membrane bituminose; viene altresì impiegato come impermeabilizzante per muri contro terra, gronde, scossaline e converse. La sua funzione aggrappante favorisce una corretta ed uniforme adesione delle membrane bituminose alla superficie.",/images/colorificiotirreno_prodotti/PRIMERBITUMINOSO.webp
SMALTO CERAMICO,Colorificio Tirreno,"Di eccezionale brillantezza e resistenza agli acidi, all’abrasione, alle sollecitazioni meccaniche, ceramico è idoneo alla verniciatura di pavimenti in cemento, legno, ferro sottoposti a grande usura, come capannoni industriali e magazzini di stoccaggio in genere. Se ne sconsiglia l’uso sulle super ci poco porose quali gres, monocotture smaltate (piastrelle in ceramica), marmi, ecc. a meno di provvedere ad una preventiva “discatura”.",/images/colorificiotirreno_prodotti/SMALTOCERAMICO.webp
GRANDUCATO,Colorificio Tirreno,"Di facile applicazione, conferisce alle pareti tinteggiate un aspetto vellutato.Formulata per soddisfare il professionista più esigente, è dotata di ottimo punto di bianco e di eccellente potere di copertura.",/images/colorificiotirreno_prodotti/GRANDUCATO.webp
PAL6,Colorificio Tirreno,"Prodotto essicante ad aria con veicolo a base di resine sintetiche, contenente perline nella versione rifrangente. Dotato di buon potere coprente, di rapida essiccazione e buona resistenza all’usura, è un prodotto specificatamente studiato per la segnaletica stradale urbana ed extraurbana, per piste di volo, parcheggi, aree industriali, ecc.",/images/colorificiotirreno_prodotti/PAL6.webp
Blanca Extra,Colorificio Tirreno,"Pittura a calce, è una pittura diffusiva a specifica azione antimuffa sanitizzante.",/images/colorificiotirreno_prodotti/BlancaExtra.webp
ECOGLOSS VERNICE,Colorificio Tirreno,"Di grande resistenza, di aspetto gradevole, è idonea alla verniciatura di in ssi, perlinati e quant’altro attiene alla casa e all’hobbistica in genere.",/images/colorificiotirreno_prodotti/ECOGLOSSVERNICE.webp
ECOGLOSS PARQUET,Colorificio Tirreno,"Ecogloss Parquet, vernice acrilica per parquet e pavimenti in legno in genere, antigraf o, è resistente al calpestio, pulibile con detersivi e cera, traspirante. Di facile impiego, inodore, è particolarmente adatta per il “ fai da te “.",/images/colorificiotirreno_prodotti/ECOGLOSSPARQUET.webp
Uniform,Colorificio Tirreno,"A base di copolimeri acrilici elastici e fibre sintetiche, di buon riempimento, adatto alla preparazione di superfici in cartongesso o rasate a gesso quando si voglia ottenere un aspetto simile all’intonaco civile. Idonea per uniformare le superfici da trattare in presenza di intonaci nuovi o di vecchie pitture. La superficie da trattare deve essere pulita, asciutta e priva di sfarinamenti, parti friabili o in fase di distacco.",/images/colorificiotirreno_prodotti/Uniform.webp
FIXACRIL,Colorificio Tirreno,"Fissativo acrilico per interni ed esterni, formulato con resine che consentono un perfetto ancoraggio al supporto di vernici e pitture murali.Particolarmente indicato per supporti ad elevato assorbimento.",/images/colorificiotirreno_prodotti/FIXACRIL.webp
INTAKTO,Colorificio Tirreno,"Rivestimento finissimo al quarzo, formulato con resine stirolo acriliche in emulsione acquosa, ideale per situazioni non troppo sollecitate e con climi miti.",/images/colorificiotirreno_prodotti/INTAKTO.webp
KRISTALL COLOR 707 – PARQUET,Colorificio Tirreno,"Vernice uretanica monocomponente per pavimenti in legno, formulata in modo tale da offrire facilità di applicazione e buona dilatazione, resistenza agli agenti chimici presenti in cere e detergenti, elevato effetto antiblocking.Il prodotto essicca velocemente riducendo i tempi di verniciatura del supporto.",/images/colorificiotirreno_prodotti/KRISTALLCOLOR707PARQUET.webp
ECOGLOSS PRO,Colorificio Tirreno,"Smalto acril-poliuretanico, ecologico, lucido o opaco ad acqua, inodore, atossico risolve in maniera de nitiva tutti i problemi della verniciatura su qualunque supporto ed in qualunque condizione ambientale o climatica. Infatti, per le sue caratteristiche di dilatazione, resistenza alla luce, agli agenti atmosferici, al salmastro, Ecogloss è particolarmente indicato per lavori all’esterno.",/images/colorificiotirreno_prodotti/ECOGLOSSPRO.webp
SANAMATT IONI D’ARGENTO,Colorificio Tirreno,"SANAMATT smalto acrilico, murale inodore, atossico, a base di ioni di argento che agiscono in maniera naturale da antibatterico, proteggendo il manufatto dall’attacco di germi, batteri e muffe sanificando la parete. Garantisce universalità d’impiego, facilità d’applicazione, ottima aderenza su tutti i supporti, eccezionale resistenza alle intemperie, alla luce ed al salmastro; consente la verniciatura anche in locali chiusi nei mesi invernali.Il prodotto risponde ai requisiti indispensabili per la certificazione HACCP.SANAMATT, è resistente ai lavaggi, all’usura, all’abrasione, ai disinfettanti e si pulisce facilmente.E’ particolarmente indicato nel settore sanitario, scuole, studi medici e ristoranti, riducendo il rischio di infezioni.",/images/colorificiotirreno_prodotti/SANAMATTIONIDARGENTO.webp
BLOCCAUMIDO,Colorificio Tirreno,"Indicato nel trattamento di ricostruzione di intonaci sgretolati dall’umidità interna. La speciale formulazione consente il risanamento del muro anche se la causa di umidità non è stata rimossa. Bloccaumido consente infatti l’evaporazione dell’umidità per capillarità, evitando il disfacimento dell’intonaco.",/images/colorificiotirreno_prodotti/BLOCCAUMIDO.webp
EPOXYPRIMER L.L.,Colorificio Tirreno,"Primer per eliche bicomponente consente un facile e rapido ancoraggio dell’antivegetativa sul supporto da trattare. Epoxyprimer è primer epossidico specifico per leghe leggere e ferro dotato di ottima aderenza su lamiere zincate nuove, sovraverniciabile anche con pitture ad alto spessore. Dotato di buon potere passivante, è ottima antiruggine anche su ferro in genere.",/images/colorificiotirreno_prodotti/EPOXYPRIMERLL.webp
E-POP,Colorificio Tirreno,"Smalto all’acqua bicomponente a base di resina epossidica, di facile applicazione, buona resistenza ai detergenti ed igienizzanti non contenenti alcol, solventi o acidi. Buona resistenza ai grassi e agli olii. Indicato per pareti e pavimenti ma anche adatto per ferro, legno, lamiere, zincate, pvc. Ha un’ottima adesione anche su intonaci, massetti in cemento, piastrelle, vetro.",/images/colorificiotirreno_prodotti/E-POP.webp
Riempitivo acrilico,Colorificio Tirreno,"A base di copolimeri acrilici elastici e fibre sintetiche, di grande riempimento, creato per il trattamento delle micro fessurazioni. Garantisce elevata elasticità del film, ottima resistenza alle intemperie, buona resistenza meccanica e ottima pennellabilità. Si applica su intonaco maturo, pulito ed asciutto e privo di parti scarsamente aderenti. Si consiglia di isolare con SILOXAN FONDO ed applicare in due mani diluendo con acqua secondo necessità.",/images/colorificiotirreno_prodotti/Riempitivoacrilico.webp
KRISTALL KL 105,Colorificio Tirreno,"Vernice di alta qualità, assicura eccellente brillantezza e ritenzione della stessa, massima elasticità e resistenza alle intemperie ed ai raggi ultravioletti.Per tali caratteristiche Kristall KL 105 è specialmente indicata per la protezione e la nitura di opere in legno situate all’esterno contro l’azione del tempo del sole e del salino.",/images/colorificiotirreno_prodotti/KRISTALLKL105.webp
White,Colorificio Tirreno,"White, idropittura murale traspirante per interni, dotata di buon punto di bianco e coprente, garantisce una buona pennellabilità.White è un prodotto di nuova concezione che riesce a sposare ecologia e risultati performanti. Prodotto indicato anche per i meno esperti grazie ad una notevole capacità di dilatazione del film che permette di ottenere un risultato ottimo anche se alle prime armi.",/images/colorificiotirreno_prodotti/White.webp
CARSINT,Colorificio Tirreno,"Speci co per la protezione di installazioni industriali (gru, carroponti, mancine), operanti anche in ambiente marino, mezzi di movimento terra e macchinari in genere. Garantisce elevata brillantezza ed inalterabilità delle tinte nel tempo, resistenza agli agenti atmosferici e agli urti.",/images/colorificiotirreno_prodotti/CARSINT.webp
PITTURA PER SENTINE,Colorificio Tirreno,"Impermeabilizzante per sentine e gavoni, ghiacciaie e tutte le super ci nascoste della barca che sono di difficile pulizia e necessitano di periodici lavaggi con abbondante getto d’acqua. Pitture per sentine impermeabilizza e consente questo tipo di pulizia impedisce la penetrazione dell’umidità prevenendo in tal modo la formazione di osmosi.",/images/colorificiotirreno_prodotti/PITTURAPERSENTINE.webp
KRISTALL COLOR 707,Colorificio Tirreno,"Vernice studiata per assicurare ottime doti di applicazione, brillantezza ed elasticità, massima resistenza alle intemperie e raggi ultravioletti.Dotata di elevata resistenza all’esterno in ambiente marino ai raggi U.V.A., brillantissima, è indicata per verniciare imbarcazioni in legno ed in ssi.",/images/colorificiotirreno_prodotti/KRISTALLCOLOR707.webp
INTONACO PRONTO,Colorificio Tirreno,Ideale per piccole riparazioni di intonaco e di superfici grezze; si consiglia di usare piccole quantità di materiale in quanto indurendosi diventa inutilizzabile.,/images/colorificiotirreno_prodotti/INTONACOPRONTO.webp
JEEPSO,Colorificio Tirreno,"JEEPSO è una idropittura murale applicabile su qualsiasi tipo di intonaco nuovo rasato, su pareti in cartongesso, muri in gesso, fibrocemento e gasbeton. Uniforma e maschera le giunture e le stuccature grazie alla grande copertura e alla elevata adesione. Grazie a questa pecularità, in certe condizioni di assorbimento, è sufficiente l’applicazione di una sola mano di prodotto, anche senza fissativo, per ottenere il risultato desiderato.",/images/colorificiotirreno_prodotti/JEEPSO.webp
Wake Up,Colorificio Tirreno,"Lavabile per interni, è pittura all’acqua, igienica, di facile applicazione, particolarmente indicata per la tinteggiatura di ambienti interni ai quali conferisce un aspetto vellutato. È inoltre dotata di buona resistenza allo sfregamento e buon punto di bianco.",/images/colorificiotirreno_prodotti/WakeUp.webp
INDIANA,Colorificio Tirreno,"Antivegetativa a matrice solubile a base di ossidulo di rame come ingrediente attivo. Adatta per sca che navigano in mari temperati e tropicali è indicata per carene di motopescherecci in ferro o in legno, per pontoni e naviglio minore di uso locale in genere. Viene usata anche per grandi navi cisterna o portarinfuse.",/images/colorificiotirreno_prodotti/INDIANA.webp
CEMENTO BIANCO,Colorificio Tirreno,"Il cemento bianco è un cemento Portland al calcare tipo II a resistenza iniziale elevata.Ideale per eseguire stuccature di sanitari, e piastrelle ceramiche, confezionare intonaci e decorazionispeciali per muri e pavimenti idoneo per interni e per esterni.",/images/colorificiotirreno_prodotti/CEMENTOBIANCO.webp
BLANQUITA,Colorificio Tirreno,"Idonea per essere applicata sia su vecchi intonaci che su nuovi di natura minerale (non idonea l’applicazione su idropitture lavabili, quarzi, plastici).Disinfetta le pareti, distrugge muffe e batteri, traspira perfettamente, non spolvera.",/images/colorificiotirreno_prodotti/BLANQUITA.webp
QUARZOTONE LISCIO A PENNELLO,Colorificio Tirreno,"Specifico per facciate esterni. Garantisce: grande resistenza agli agenti atmosferici, grande copertura anche quando il supporto presenta delle grosse imperfezioni, gradevole aspetto finale ed eccezionale protezione del muro.",/images/colorificiotirreno_prodotti/QUARZOTONELISCIOAPENNELLO.webp
BLANCA,Colorificio Tirreno,"Idonea per essere applicata sia su vecchi intonaci che su nuovi di natura minerale, disinfetta le pareti, distrugge muffe e batteri, traspira perfettamente, è bianchissima. Non spolvera.Ideale per intonaci che richiedono un’elevata traspirabilità.",/images/colorificiotirreno_prodotti/BLANCA.webp
MANOUNICA,Colorificio Tirreno,"Manounica, traspirante idrorepellente per interno, è dotata di eccezionale potere coprente, tale da ottenere, con una sola mano, il risultato, in termini di copertura, di due mani di altro prodotto analogo.",/images/colorificiotirreno_prodotti/MANOUNICA.webp
ENOVITRO,Colorificio Tirreno,Epossidico bicomponente senza solventi ad alto solido; certificato per il contatto continuo con sostanze alimentari sia liquide che solide. Come da DM 21/03/73 e DM 21/04/73.,/images/colorificiotirreno_prodotti/ENOVITRO.webp
PITTURA SPECIALE CAMPI DA CALCIO,Colorificio Tirreno,Pittura ad acqua supercoprente formulata per tracciare campi sportivi in erba o terra. Resiste al dilavamento ed all’abrasione. Non irrita se viene a contatto con ferite ed escoriazioni.,/images/colorificiotirreno_prodotti/PITTURASPECIALECAMPIDACALCIO.webp
SILOXAN TERMO,Colorificio Tirreno,"Quarzo silossanico antialga termorifrangente, grazie alla presenza delle microsfere in ceramica e additivi speciali, rende la superficie rifrangente agli agenti atmosferici e ai raggi UV, proteggendo il manufatto in inverno dal freddo e in estate dal caldo. Prove eseguite da laboratori accreditati, hanno dimostrato una minor incidenza delle irradiazioni di oltre il 20%, consigliando tale prodotto anche per i sistemi a cappotto.",/images/colorificiotirreno_prodotti/SILOXANTERMO.webp
