name,description,url,image_url
Espositore filo a piombo battitraccia in carcassa,Espositore filo a piombo battitraccia in carcassa - da 8 pezzi filo di alta qualità poliestere-nylon intrecciato da 1mm x 30mt.gancio universale per facile agganciocassa in ABS trasparente per una visione del contenutorivestimento in gomma antiurto e antiscivololeva per comando riavvolgimento del filoleva di bloccaggiotappo ermetico per inserimento della polverel’articolo viene fornito senza polvere colorata,https://www.unishop.it/espositore-filo-a-piombo-battitraccia-in-carcassa/762f0d16-7f72-4fa5-be5f-edcdc5771d7c,/images/unishop_products_utensili/Espositorefiloapiombobattitracciaincarcassa.webp
Filo a piombo e battitraccia,Filo a piombo e battitraccia per tracciare con polvere speciale in cerautilizzabile anche come filo a piombo,https://www.unishop.it/filo-a-piombo-e-battitraccia/1ee47277-296b-404f-ade9-c396730ce014,/images/unishop_products_utensili/Filoapiomboebattitraccia.webp
Polvere speciale per filo a piombo e battitraccia,Polvere speciale per filo a piombo e battitraccia,https://www.unishop.it/polvere-speciale-per-filo-a-piombo-e-battitraccia/132d372c-eee6-4ece-ae7e-65585052095c,/images/unishop_products_utensili/Polverespecialeperfiloapiomboebattitraccia.webp
Matita per carpentieri e falegnami,Matita per carpentieri e falegnami qualità professionaleparticolarmente adatta per legnoforma ovale,https://www.unishop.it/matita-per-carpentieri-e-falegnami/246a447d-2187-4acb-9bac-81c7ca075774,/images/unishop_products_utensili/Matitapercarpentieriefalegnami.webp
Matita per marmisti e muratori,"Matita per marmisti e muratori qualità professionaleparticolarmente adatta per cemento, pietra, marmo etc..forma ovale",https://www.unishop.it/matita-per-marmisti-e-muratori/5fb68081-86ae-482a-9b92-c3cfdfb42bdb,/images/unishop_products_utensili/Matitapermarmistiemuratori.webp
Gesso colorato,"Gesso colorato idoneo per legno asciutto e bagnato, tessuto, cartone e lamiera
 a forma esagonale",https://www.unishop.it/gesso-colorato/041234b8-9517-435a-9ee6-5c651472be47,/images/unishop_products_utensili/Gessocolorato.webp
Gesso steatite,"Gesso steatite idoneo nell’ambito della saldatura, per scrivere e tracciare su superfici lisce di metallo e vetro
 a forma quadrata",https://www.unishop.it/gesso-steatite/239365f1-3ed0-4cde-a373-c37eba558f7b,/images/unishop_products_utensili/Gessosteatite.webp
Martello per fabbro con calam…,Martello per fabbro con calamita manico in fibra di vetroimpugnatura in gommasagomatura con calamita in testa,https://www.unishop.it/500gr/0720-700-34-01,/images/unishop_products_utensili/Martelloperfabbroconcalam.webp
Martello per carpenteria con…,"Martello per carpenteria con calamita 
manico in fibra di vetro
impugnatura bicomponente antiscivolo",https://www.unishop.it/600gr-manico-in-fibra/0720-700-37-01,/images/unishop_products_utensili/Martellopercarpenteriacon.webp
Martello per carpenteria con…,Martello per carpenteria con calamita - DIN 7239 manico in tubo di acciaioimpugnatura in materiale sintetico bicomponente antiscivolo,https://www.unishop.it/600gr-manico-in-ferro/0720-700-35-01,/images/unishop_products_utensili/Martellopercarpenteriacon.webp
Mazzetta a coppia,Mazzetta a coppia - DIN 6475 manico in fibra di vetroimpugnatura in gomma,https://www.unishop.it/1kg/0720-700-58-01,/images/unishop_products_utensili/Mazzettaacoppia.webp
Pinza per tasselli FMC,Pinza per tasselli FMC indicato per l’applicazione dei tasselli FMC,https://www.unishop.it/0903-201-01,/images/unishop_products_utensili/PinzapertasselliFMC.webp
Chiodatrice manuale,"Chiodatrice manuale - per chiodi FIXPIN 
per la posa di chiodi in acciaio temperato \""FIXPIN\""
in acciaio al cromo-vanadio con paramano in gomma",https://www.unishop.it/per-chiodi-oe4/0232-4-01,/images/unishop_products_utensili/Chiodatricemanuale.webp
Ricambi per chiodatrice manua…,"Ricambi per chiodatrice manuale set ricambio per chiodatrice art. 0232 4   01
 O-Ring + sfera + piastrina",https://www.unishop.it/0232-4-.../0232-4-1-01,/images/unishop_products_utensili/Ricambiperchiodatricemanua.webp
Braccialetto magnetico,"Braccialetto magnetico pratico e comodo per tenere a portata di mano chiodi, viti, rondelle, dadi o altri particolari e minuterie metalliche
 chiusura con velcrodimensioni magnete 46x25mmpeso 53 gr.",https://www.unishop.it/0703-999-000-01,/images/unishop_products_utensili/Braccialettomagnetico.webp
Graffatrice a martello ST11,"Graffatrice a martello ST11 - graffe max. 10mm impugnatura ergonomica in gommacapacità caricatore: 168pzgraffe indicate: L10,6 x H6 - 8 - 10mm",https://www.unishop.it/285/0714-811-01,/images/unishop_products_utensili/GraffatriceamartelloST11.webp
Graffe per graffatrice ST11,Graffe per graffatrice ST11,https://www.unishop.it/10.6x10/0714-811-010-01,/images/unishop_products_utensili/GraffepergraffatriceST11.webp
Espositore cacciaviti intagli…,"Espositore cacciaviti intaglio/Phillips lame intercambiabili - da 12 pezzi un unica lama a due faccie PH 0-1-2-3, TG- 6x1",https://www.unishop.it/0720-000-010-01,/images/unishop_products_utensili/Espositorecacciavitiintagli.webp
Perno espansore per bussole,"Perno espansore per bussole attrezzo di espansione della bussola filettata 0904 116 50, per il fissaggio delle carotatrici o seghe per calcestruzzo, perno Ø10mm",https://www.unishop.it/oe-10/0904-116-51-01,/images/unishop_products_utensili/Pernoespansoreperbussole.webp
Pialletto professionale in PVC,"Pialletto professionale in PVC - lama rimovibile ideale per finiture nel cartongesso, utile per portare a livello le dimensioni corrette delle lastre o per scrostare le impurità. Il pialletto ha una lama rimovibile, che può essere smontata tramite una vite sulla parte posteriore dell'utensile, così da facilitarne la pulizia.",https://www.unishop.it/145x44/0693-189-145-01,/images/unishop_products_utensili/PiallettoprofessionaleinPVC.webp
Pialla lima combinata impugna…,"Pialla lima combinata impugnatura in gomma - lama rimovibile e impugnatura regolabile ideale per finiture nel cartongesso, levigare o sgrossare. Utile per portare a livello le dimensioni corrette delle lastre e scrostare le impurità. La pialla combinata ha una lama rimovibile, che può essere smontata tramite una vite sulla parte posteriore dell'utensile, così da facilitarne la pulizia. L'impugnatura antiscivolo è regolabile in 3 angolazioni, per rendere l'utensile più versatile trasformandolo da pialla in lima.",https://www.unishop.it/250x44/0693-189-250-01,/images/unishop_products_utensili/Piallalimacombinataimpugna.webp
Punzonatrice universale picco…,"Punzonatrice universale piccola per profili - utilizzo a una mano ideale per il fissaggio dei profilati metallici di strutture per il cartongesso. L'accoppiamento delle lamiere di montanti e guide, avviene grazie alla perforazione. Riduce i tempi di lavoro, senza necessita di utilizzare le viti per la messa in linea del telaio. Spessore massimo fissabile 1,2mm.",https://www.unishop.it/270/0693-189-270-01,/images/unishop_products_utensili/Punzonatriceuniversalepicco.webp
Punzonatrice universale grand…,"Punzonatrice universale grande per profili - utilizzo a due mani ideale per il fissaggio dei profilati metallici di strutture per il cartongesso. L'accoppiamento delle lamiere di montanti e guide, avviene grazie alla perforazione. Riduce i tempi di lavoro, senza necessita di utilizzare le viti per la messa in linea del telaio. Spessore massimo fissabile 1,8mm.",https://www.unishop.it/340/0693-189-340-01,/images/unishop_products_utensili/Punzonatriceuniversalegrand.webp
Portalastra universale in ABS,Portalastra universale in ABS - resistente agli urti ideale per il trasporto manuale di lastre di gesso e cartongesso. Maniglia in gomma antiscivolo per una presa sicura. Appoggio lastra 36mm,https://www.unishop.it/portalastra-universale-in-abs/0693-189-360-01,/images/unishop_products_utensili/PortalastrauniversaleinABS.webp
