name,marca,descrizione,image_url
Lancia + tubo alta pressione 4m per idropulitrici Karcher serie K2,KARCHER,"Pistola Alta Pressione, Temperatura massima (°C) 40 Pressione max. (bar) 120 Lunghezza (m) 4 Più informazioni",/images/prodotti_karcher/Lancia_+_tubo_alta_pressione_4m_per_idropulitrici_Karcher_serie_K2.webp
Spazzola lavaggio grandi superfici Karcher WB60 per idropulitrici serie K2-K7,KARCHER,La soluzione ideale per la pulizia di grandi superfici in casa e in giardino Rimuove lo sporco ostinato da tutte le superfici Più informazioni,/images/prodotti_karcher/Spazzola_lavaggio_grandi_superfici_Karcher_WB60_per_idropulitrici_serie_K2-K7.webp
Spazzola lavaggio ruote Karcher 2.643-234.0 per idropulitrici serie G-K,KARCHER,"Pulisce a fondo e senza sforzo anche nelle fessure più difficili da raggiungere, spazzola lavacerchioni Più informazioni",/images/prodotti_karcher/Spazzola_lavaggio_ruote_Karcher_2.643-234.0_per_idropulitrici_serie_G-K.webp
Ugello rotante per idropulitrici karcher 2.642-728.0,KARCHER,N/A,/images/prodotti_karcher/Ugello_rotante_per_idropulitrici_karcher_2.642-728.0.webp
Coppia di spazzole laterali per spazzatrice a spinta Karcher S4 TWIN,KARCHER,"Spazzole laterali ø 250 mm Composte da setole standard e setole tre volte più dure, ideali per sciogliere e spazzare i rifiuti bagnati. Adatte per spazzatrici a spinta gemelle da S4 a S4 TWIN Più informazioni",/images/prodotti_karcher/Coppia_di_spazzole_laterali_per_spazzatrice_a_spinta_Karcher_S4_TWIN.webp
Spazzatrice manuale a spinta Karcher S4 - 1.766-320.0,KARCHER,Ampiezza di lavoro con spazzola laterale (mm) 510 Max. prestazioni di area (m²/h) 1800 Contenitore per rifiuti (l) 20 Più informazioni,/images/prodotti_karcher/Spazzatrice_manuale_a_spinta_Karcher_S4_-_1.766-320.0.webp
Spazzatrice manuale a spinta doppia spazzola KARCHER S4 TWIN,KARCHER,Ampiezza di lavoro con spazzola laterale (mm) 680 Resa di superficie teorica (m²/h) 2400 Dimensioni (Lu x La x H) (mm) 760 x 668 x 940 Vano raccolta (l) 20 Più informazioni,/images/prodotti_karcher/Spazzatrice_manuale_a_spinta_doppia_spazzola_KARCHER_S4_TWIN.webp
Spazzatrice manuale a spinta Karcher S6,KARCHER,Ampiezza di lavoro con spazzola laterale (mm) 670 Max. prestazioni di area (m²/h) 2500 Contenitore per rifiuti (l) 38 Più informazioni,/images/prodotti_karcher/Spazzatrice_manuale_a_spinta_Karcher_S6.webp
Spazzatrice manuale a spinta Karcher S6 TWIN,KARCHER,Ampiezza di lavoro con spazzola laterale (mm) 860 Max. prestazioni di area (m²/h) 3000 Contenitore per rifiuti (l) 38 Più informazioni,/images/prodotti_karcher/Spazzatrice_manuale_a_spinta_Karcher_S6_TWIN.webp
Spazzatrice manuale a spinta karcher KM 70/15 C Professional,KARCHER,Resa di superficie Teorica (m² / h) 2800 Ampiezza di Lavoro (mm) 480 Ampiezza di Lavoro con 1 scopa laterale (mm) 700 Capacità serbatoio lorda / netta (l) 42/20 Più informazioni,/images/prodotti_karcher/Spazzatrice_manuale_a_spinta_karcher_KM_70_15_C_Professional.webp
Karcher caricabatterie lavavetri aspiragocce WV2-WV5 Premium,KARCHER,"Caricatore per i lavavetri WV Karcher (ricambio originale) per lavavetri WV 2 Premium, WV 5 Premium, codice prodotto 2.633-107.0 Più informazioni",/images/prodotti_karcher/Karcher_caricabatterie_lavavetri_aspiragocce_WV2-WV5_Premium.webp
Set prolunga Karcher per aspiragocce lavavetri WV,KARCHER,"Possono allungarsi fino a 2 mt , in questo modo è possibile pulire fino a 4 metri di altezza circa. Più informazioni",/images/prodotti_karcher/Set_prolunga_Karcher_per_aspiragocce_lavavetri_WV.webp
"Accessorio aspirapolvere da trapano, per tutti gli aspiratori serie WD Karcher 2.863-234.0",KARCHER,Accessorio per aspiratori solidi liquidi da WD 2 a WD 6 Aspira la polvere da trapanatura direttamente dal muro Più informazioni,"/images/prodotti_karcher/Accessorio_aspirapolvere_da_trapano,_per_tutti_gli_aspiratori_serie_WD_Karcher_2.863-234.0.webp"
Aspirapolvere aspiratore per solidi e liquidi KARCHER WD3 V,KARCHER,"Consumo di energia (W) 1000, Capacità contenitore (l) 19 , Pratica funzione soffiante, Sacchetto filtro in pile Più informazioni",/images/prodotti_karcher/Aspirapolvere_aspiratore_per_solidi_e_liquidi_KARCHER_WD3_V.webp
Aspirapolvere aspiratore per solidi e liquidi Karcher NT70/3 Professional,KARCHER,"Vano raccolta da 70l svuotabile tramite l'apposita valvola di scarico Potenza alla bocchetta, max. (W) 3600 Lunghezza Cavo (m) 10 Rumorosità (dB (A) 79 Più informazioni",/images/prodotti_karcher/Aspirapolvere_aspiratore_per_solidi_e_liquidi_Karcher_NT70_3_Professional.webp
Aspirapolvere Karcher T 11/1 Classic HEPA,KARCHER,"Dotato di filtro HEPA 14 Capacità del contenitore (l) 11 Potenza assorbita (W) Max. 850 Elevata potenza di aspirazione Ideale per l'utilizzo nel settore alberghiero, nella ristorazione Più informazioni",/images/prodotti_karcher/Aspirapolvere_Karcher_T_11_1_Classic_HEPA.webp
Aspirapolvere per solidi e liquidi Karcher NT 22/1 AP Professional,KARCHER,"Piccolo, potente, resistente, molto versatile e leggero Per lavori di pulizia di media intensità in diversi ambiti applicativi Capacità serbatoio (l) 22 Potenza assorbita (W) 1300 Più informazioni",/images/prodotti_karcher/Aspirapolvere_per_solidi_e_liquidi_Karcher_NT_22_1_AP_Professional.webp
Aspirapolvere per solidi-liquidi Karcher NT 22/1 Ap Te,KARCHER,"Compatto e leggero con scuotifiltro semi automatico e presa elettroutensile, per pulire quantità di polvere, sporco grossolano e sporco liquido in modo sicuro. Più informazioni",/images/prodotti_karcher/Aspirapolvere_per_solidi-liquidi_Karcher_NT_22_1_Ap_Te.webp
Aspirapolvere per solidi-liquidi Karcher NT 40/1 Ap L,KARCHER,"Aspiratore solidi-liquidi con vano di raccolta da 40L e sistema di pulizia del filtro semi-automatico, per la rimozione di sporco grossolano e liquidi Più informazioni",/images/prodotti_karcher/Aspirapolvere_per_solidi-liquidi_Karcher_NT_40_1_Ap_L.webp
Aspirapolvere solidi-liquidi Karcher NT 30/1 Tact Te,KARCHER,"Aspiratore per liquido-polvere con vano raccolta da 30 litri, sistema di pulizia filtro Tact, rotelle in metallo, e paraurti. Robusto, affidabile e potente. Più informazioni",/images/prodotti_karcher/Aspirapolvere_solidi-liquidi_Karcher_NT_30_1_Tact_Te.webp
Aspiratore aspirapolvere solidi-liquidi Karcher NT 50/2 Me Classic Professional,KARCHER,"Vano raccolta da 50 litri Potenza assorbita (W) Max. 2300 Lunghezza del cavo (m) 7,5 Rumorosità (dB)76 Più informazioni",/images/prodotti_karcher/Aspiratore_aspirapolvere_solidi-liquidi_Karcher_NT_50_2_Me_Classic_Professional.webp
Aspiratore aspirapolvere solidi e liquidi Karcher NT 90/2 Me Classic Professional,KARCHER,"Capacità del contenitore (l) 90 Vano di raccolta in Acciaio inox Potenza assorbita (W) Max. 2300 Lunghezza del cavo (m) 7,5 Più informazioni",/images/prodotti_karcher/Aspiratore_aspirapolvere_solidi_e_liquidi_Karcher_NT_90_2_Me_Classic_Professional.webp
"Attacco raccordo per rubinetto 1"" con riduzione 3/4"" Karcher 2.645-007.0",KARCHER,Raccordo per rubinetto Il riduttore permette di collegare due filetti di misure differenti Più informazioni,/images/prodotti_karcher/Attacco_raccordo_per_rubinetto_1__con_riduzione_3_4__Karcher_2.645-007.0.webp
"Attacco raccordo per rubinetto 3/4"" con riduzione 1/2"" Karcher 2.645-006.0",KARCHER,Raccordo per rubinetto Il riduttore permette di collegare due filetti di misure differenti. Più informazioni,/images/prodotti_karcher/Attacco_raccordo_per_rubinetto_3_4__con_riduzione_1_2__Karcher_2.645-006.0.webp
Avvolgitubo automatico per irrigazione 20m Karcher CR7.220,KARCHER,Compatto e permette di srotolare e riavvolgere i tubi senza che si annodino Dotato di un freno integrato che assicura che il tubo venga ritirato in modo controllato. Più informazioni,/images/prodotti_karcher/Avvolgitubo_automatico_per_irrigazione_20m_Karcher_CR7.220.webp
"Avvolgitubo mini per irrigazione (10m + 2) 5/16"" Karcher CR3.110",KARCHER,Affidabile sistema antigoccia e la pratica custodia per gli accessori portano l'irrigazione ad un nuovo livello di comodità. Più informazioni,/images/prodotti_karcher/Avvolgitubo_mini_per_irrigazione_(10m_+_2)_5_16__Karcher_CR3.110.webp
"Batteria litio + caricabatterie Karcher 18V 5,0Ah STARTER KIT POWER",KARCHER,Lo Starter Kit 18/50 Kärcher può essere utilizzato per tutti i dispositivi della piattaforma a batteria Kärcher 18V Più informazioni,"/images/prodotti_karcher/Batteria_litio_+_caricabatterie_Karcher_18V_5,0Ah_STARTER_KIT_POWER.webp"
Bocchetta per aspirapolvere serie WD commutabile SECCO/UMIDO KARCHER 2.863-000.0,KARCHER,Bocchetta commutabile secco/umido Aspira senza fatica ogni tipo di sporco grazie alla doppia lista setolata e al doppio labbro in gomma. Ricambio per aspiratori dal WD2 al WD6 Più informazioni,/images/prodotti_karcher/Bocchetta_per_aspirapolvere_serie_WD_commutabile_SECCO_UMIDO_KARCHER_2.863-000.0.webp
Bocchetta di aspirazione Karcher per aspiragocce lavavetri WV51-75,KARCHER,"Bocchetta d'aspirazione piccola (mm 170) per i lavavetri WV 75 e WV 51 plus, permette di pulire anche le finestre più piccole Più informazioni",/images/prodotti_karcher/Bocchetta_di_aspirazione_Karcher_per_aspiragocce_lavavetri_WV51-75.webp
Bocchetta lunga per aspiracenere Karcher AD2-AD3-AD4,KARCHER,"Bocchetta indicata per raggiungere le fessure più difficili, per aspiracenere AD2, AD 3 Premium Fireplace, AD 3.200, AD4, AD5 Più informazioni",/images/prodotti_karcher/Bocchetta_lunga_per_aspiracenere_Karcher_AD2-AD3-AD4.webp
"Bocchetta mangiasporco, per idropulitrici serie HD Karcher 4.114-019.0",KARCHER,Consente una pressione di esercizio di max. 180 bar ed è adatto per temperature dell'acqua fino a 60 ° C. Più informazioni,"/images/prodotti_karcher/Bocchetta_mangiasporco,_per_idropulitrici_serie_HD_Karcher_4.114-019.0.webp"
Bocchetta metallica per aspirapolvere serie MV Karcher 2.640-951.0,KARCHER,"Compatibile con gli aspiratori: MV 2, MV 3, MV 3 P, MV 3 Premium, MV 4, MV 4 Premium, MV 5, MV 5 Premium, MV 6 P Premium Più informazioni",/images/prodotti_karcher/Bocchetta_metallica_per_aspirapolvere_serie_MV_Karcher_2.640-951.0.webp
Bocchetta per aspiratori Karcher SE 4001 SE 5100,KARCHER,"Adatta per pulire a fondo sedili delle auto e mobili imbottiti. Ha un'ampiezza di lavoro di 110mm, per aspiratori lava tappeti Karcher SE 4001 e SE 5100 Più informazioni",/images/prodotti_karcher/Bocchetta_per_aspiratori_Karcher_SE_4001_SE_5100.webp
Bocchetta piatta per aspirapolvere serie WD Karcher 2.863-316.0,KARCHER,Compatibile con tutti gli aspiratori solidi liquidi WD Dimensioni (Lu x La x H) (mm) 258 x 105 x 40 Più informazioni,/images/prodotti_karcher/Bocchetta_piatta_per_aspirapolvere_serie_WD_Karcher_2.863-316.0.webp
Bocchetta pulitori a vapore per pulizia vetri Karcher 2.863-025.0,KARCHER,"Per una semplice e pratica pulizia di vetri e specchi, Compatibile con i pulitori a vapore DE 4002 *EU, SC 2, SC 3, SC 4, SC 5, SG 4/4, SI 4 + Kit Stireria Più informazioni",/images/prodotti_karcher/Bocchetta_pulitori_a_vapore_per_pulizia_vetri_Karcher_2.863-025.0.webp
Bocchetta ø 35 mm per aspiratori serie NT Karcher 6.906-240.0,KARCHER,accessorio per aspiratori serie NT - T7/1 - CV lunghezza mm 250 ø bocchetta mm 35 Più informazioni,/images/prodotti_karcher/Bocchetta_ø_35_mm_per_aspiratori_serie_NT_Karcher_6.906-240.0.webp
Bocchette pavimenti e tappeti per aspirapolvere serie WD Karcher 2.863-002.0,KARCHER,"Bocchetta poltrone è ottima sui mobili imbottiti e sui sedili delle auto , adatta per gli aspiratore serie WD2 a WD6 Più informazioni",/images/prodotti_karcher/Bocchette_pavimenti_e_tappeti_per_aspirapolvere_serie_WD_Karcher_2.863-002.0.webp
Caricatore + batteria per aspiragocce Karcher WV5 Plus,KARCHER,N/A,/images/prodotti_karcher/Caricatore_+_batteria_per_aspiragocce_Karcher_WV5_Plus.webp
"Carrello avvolgitubo irrigazione Karcher H 3.420 con 20m tubo 5/8""",KARCHER,"Include 20 metri di tubo PrimoFlex da 5/8"" , 1 lancia Plus, 3 raccordi portagomma, 1 raccordo portagomma Aquastop, 1 presa rubinetti da 3/4"" Più informazioni",/images/prodotti_karcher/Carrello_avvolgitubo_irrigazione_Karcher_H_3.420_con_20m_tubo_5_8_.webp
Carrello avvolgitubo irrigazione giardino Karcher H 4.500 m60,KARCHER,Per irrigare giardini e orti di dimensioni medio-grandi Irrigare sotto gli alberi e i cespugli Fornito senza tubo Più informazioni,/images/prodotti_karcher/Carrello_avvolgitubo_irrigazione_giardino_Karcher_H_4.500_m60.webp
"Carrello avvolgitubo irrigazione Karcher H 4.520 tubo 1/2"" 20m",KARCHER,"Include 20 metri di tubo PrimoFlex da 1/2"" , 1 lancia Plus, 3 raccordi portagomma, 1 raccordo portagomma Aquastop, 1 presa rubinetti da 3/4"" riduzione a 1/2"". Più informazioni",/images/prodotti_karcher/Carrello_avvolgitubo_irrigazione_Karcher_H_4.520_tubo_1_2__20m.webp
Detergente disinfettante per idropulitrici e lavapavimenti Karcher RM 735 lt5,KARCHER,"Disinfettante efficace, con proprietà battericide, funghicide (candida) e viricide (verificato per epatite, B, HIV, HTLV-3, LAV) Più informazioni",/images/prodotti_karcher/Detergente_disinfettante_per_idropulitrici_e_lavapavimenti_Karcher_RM_735_lt5.webp
Detergente FloorPro Multi Cleaner karcher RM 756 - 1 lt,KARCHER,"Per la pulizia di pavimenti e di tutte le superfici dure ed elastiche resistenti all'acqua, Molto efficace grazie all'alta capacità umidificante Più informazioni",/images/prodotti_karcher/Detergente_FloorPro_Multi_Cleaner_karcher_RM_756_-_1_lt.webp
Detergente per lavapavimenti FloorPro Multi Cleaner karcher RM 756 - 10lt,KARCHER,"Per la pulizia di pavimenti e di tutte le superfici dure ed elastiche resistenti all'acqua, Molto efficace grazie all'alta capacità umidificante Più informazioni",/images/prodotti_karcher/Detergente_per_lavapavimenti_FloorPro_Multi_Cleaner_karcher_RM_756_-_10lt.webp
Detergente intensivo per idropulitrici Karcher RM 750 ASF NTA-Free 10lt,KARCHER,"Detergente potente per le pulizie di fondo rimuove efficacemente macchie ostinate di olio, grasso, sangue e proteine. Più informazioni",/images/prodotti_karcher/Detergente_intensivo_per_idropulitrici_Karcher_RM_750_ASF_NTA-Free_10lt.webp
Detergente per lavapavimenti Karcher RM81 ASF Eco Efficiency 10lt,KARCHER,"Detergente ecologico per idropulitrice efficace, dissolve oli pesanti, grasso e sporco minerale, pulizia attiva a tutte le temperature Più informazioni",/images/prodotti_karcher/Detergente_per_lavapavimenti_Karcher_RM81_ASF_Eco_Efficiency_10lt.webp
Detergente per parquet con cera d'api KARCHER RM 535 ml500,KARCHER,"Lascia una rifinitura semi-matt, non lascia striature Rimuove le impronte , con un piacevole aroma di cera d'api Più informazioni",/images/prodotti_karcher/Detergente_per_parquet_con_cera_d'api_KARCHER_RM_535_ml500.webp
Detergente lavapavimenti parquet Karcher RM534 ML500,KARCHER,"Per una pulizia accurata e delicata di legno verniciato , con la protezione dall'umidità efficace contro rigonfiamenti del pavimento, con profumo di limone fresco. Più informazioni",/images/prodotti_karcher/Detergente_lavapavimenti_parquet_Karcher_RM534_ML500.webp
Detergente per pavimenti in pietra Karcher RM537 ml500,KARCHER,"Risultati eccellenti su piastrelle, pietra e pietra naturale, rimuove delicatamente le macchie è quindi adatto anche per PVC e linoleum. Più informazioni",/images/prodotti_karcher/Detergente_per_pavimenti_in_pietra_Karcher_RM537_ml500.webp
Detergente per vetri e piastrelle Karcher RM500,KARCHER,"Pulisce senza lasciare aloni, eliminando lo sporco più resistente , come strati di grasso, insetti, grasso cutaneo, adatto per l'uso con lavavetri modello WV51 Plus, WV2 Plus, WV5 Plus Più informazioni",/images/prodotti_karcher/Detergente_per_vetri_e_piastrelle_Karcher_RM500.webp
Detergente Universale per lavapavimenti Karcher RM536 ml500,KARCHER,"Rimuove segni di striature , protezione contro l'umidità contro il rigonfiamento delle superfici e con un profumo di limone. Più informazioni",/images/prodotti_karcher/Detergente_Universale_per_lavapavimenti_Karcher_RM536_ml500.webp
Doccia da giardino con treppiede Karcher 2.645-181.0,KARCHER,"Altezza regolabile da 1,50 a 2,20m Lancia doccia estraibile , ampio getto d'acqua, Portata d'acqua regolabile , la testa della doccia può ruotare di 180° Più informazioni",/images/prodotti_karcher/Doccia_da_giardino_con_treppiede_Karcher_2.645-181.0.webp
Elettropompa a immersione Karcher SP 11000 DIRT,KARCHER,"Potenza assorbita, max. (W) 400, Portata, max. (l/h) < 11000 , Temperatura di alimentazione (°C) max. 35, Altezza di erogazione (m) 7, Pressione (bar) max. 0,7 Più informazioni",/images/prodotti_karcher/Elettropompa_a_immersione_Karcher_SP_11000_DIRT.webp
Elettropompa a immersione Karcher SP 17.000 FLAT LEVEL SENSOR,KARCHER,"Potenza assorbita, max. (W) 550, Portata, max. (l/h) < 17000 , Temperatura di alimentazione (°C) max. 35, Altezza di erogazione (m) 9, Pressione (bar) max. 0,9 Più informazioni",/images/prodotti_karcher/Elettropompa_a_immersione_Karcher_SP_17.000_FLAT_LEVEL_SENSOR.webp
Elettropompa a immersione Karcher SP 22.000 DIRT,KARCHER,"Potenza assorbita, max. (W) 750, Portata, max. (l/h) < 22000 , Temperatura di alimentazione (°C) max. 35, Altezza di erogazione (m) 8, Pressione (bar) max. 0,8 Più informazioni",/images/prodotti_karcher/Elettropompa_a_immersione_Karcher_SP_22.000_DIRT.webp
Elettropompa a immersione Karcher SP 9000 FLAT,KARCHER,"Potenza assorbita, max. (W) 280, Portata, max. (l/h) < 9000 , Temperatura di alimentazione (°C) max. 35, Altezza di erogazione (m) 6, Pressione (bar) max. 0,6 Più informazioni",/images/prodotti_karcher/Elettropompa_a_immersione_Karcher_SP_9000_FLAT.webp
Elettropompa sommersa Karcher SP 1 Dirt,KARCHER,"Per svuotare laghetti e pozzi, Potenza assorbita, max. (W) 280, Portata, max. (l/h) < 9500, Altezza di erogazione (m) 6, Pressione (bar) max. 0,6 Più informazioni",/images/prodotti_karcher/Elettropompa_sommersa_Karcher_SP_1_Dirt.webp
Filtro ricambio per robot aspirapavimenti Karcher RC 3000 (5 pezzi),KARCHER,N/A,/images/prodotti_karcher/Filtro_ricambio_per_robot_aspirapavimenti_Karcher_RC_3000_(5_pezzi).webp
Filtro a candela Karcher 2.414-000.0 per aspiratori NT30-40-50,KARCHER,"Per aspirare grandi quantità di polvere di legno e fibre dalle classi di polvere M e L. Per aspiratori serie NT 30/1 Tact,NT 30/1 Tact Te, NT 30/1 Tact Te Adv L *EU NT 40/1 Tact Te L, NT 50/1 Tact Te Più informazioni",/images/prodotti_karcher/Filtro_a_candela_Karcher_2.414-000.0_per_aspiratori_NT30-40-50.webp
Filtro a cartuccia Karcher 28633030 per aspirapolvere WD1-WD2-WD3,KARCHER,"Per aspirazione di liquidi e solidi senza dover cambiare il filtro, per aspiratori WD 1 Compact Battery, WD 2, WD 2 Plus, WD 3, WD 3 Battery, KWD 1-3, SE 4001 e SE 4002 Più informazioni",/images/prodotti_karcher/Filtro_a_cartuccia_Karcher_28633030_per_aspirapolvere_WD1-WD2-WD3.webp
Filtro a cartuccia Karcher 6.907-038.0 per aspiratori NT,KARCHER,"Compatibile con gli aspiratori: NT 50/2 Me Classic Edition, NT 70/2, NT 70/2 Me, NT 70/2 Me Tc, NT 70/2 Tc, NT 70/3, NT 70/3 Tc Più informazioni",/images/prodotti_karcher/Filtro_a_cartuccia_Karcher_6.907-038.0_per_aspiratori_NT.webp
Filtro a cartuccia per aspirapolvere MV3-WD3 Karcher 6.414-552.0,KARCHER,"Per aspirapolvere serie MV2-MV3 - WD2 - WD3 - WD3 P- WD3 Premium, per l'aspirazione di liquidi e solidi Più informazioni",/images/prodotti_karcher/Filtro_a_cartuccia_per_aspirapolvere_MV3-WD3_Karcher_6.414-552.0.webp
Filtro a cartuccia Karcher 6.414-789.0 per aspiratori serie NT27-48,KARCHER,"Ricambio originale per aspirapolvere serie : NT 27/1, NT 27/1 Me, NT 48/1, NT 48/1 Te Più informazioni",/images/prodotti_karcher/Filtro_a_cartuccia_Karcher_6.414-789.0_per_aspiratori_serie_NT27-48.webp
Filtro decalcificante per pulitori a vapore Karcher SC3,KARCHER,"Compatibile con: SC 3 EasyFix, SC 3 EasyFix + panni per la pulizia, SC 3 Upright EasyFix, SC 3 Più informazioni",/images/prodotti_karcher/Filtro_decalcificante_per_pulitori_a_vapore_Karcher_SC3.webp
"Filtro di aspirazione 1"" + 3/4"" per elettropompe serie BP Karcher 6.997-341.0",KARCHER,"Compatibile con elettropompe: BP 2 Garden, BP 3 Casa, BP 3 Garden, BP 3 Home & Garden, BP 4 Garden Set, BP 5 Home & Garden Più informazioni",/images/prodotti_karcher/Filtro_di_aspirazione_1__+_3_4__per_elettropompe_serie_BP_Karcher_6.997-341.0.webp
"Filtro di aspirazione base 3/4"" per elettropompe serie BP Karcher 6.997-345.0",KARCHER,"Compatibile con elettropompe : BP 2 Garden, BP 3 Casa, BP 3 Garden, BP 3 Home & Garden, BP 4 Garden Set, BP 5 Home & Garden Più informazioni",/images/prodotti_karcher/Filtro_di_aspirazione_base_3_4__per_elettropompe_serie_BP_Karcher_6.997-345.0.webp
Filtro piatto Karcher 6.904-367.0 ricambio per aspirapolvere serie NT,KARCHER,Ricambio originale Karcher per aspiratori serie NT Dimensioni (Lu x La x H) (mm) 150 / 65 / 275 Più informazioni,/images/prodotti_karcher/Filtro_piatto_Karcher_6.904-367.0_ricambio_per_aspirapolvere_serie_NT.webp
Filtro plissettato piatto per aspiratori serie WD4-WD5-WD6 KARCHER 2.863-005.0,KARCHER,"Permette di aspirare solidi e liquidi senza cambiare il filtro , Adatto agli aspiratori solidi e liquidi delle gamme WD4, WD5, WD6, MV4, MV5, MV6. Più informazioni",/images/prodotti_karcher/Filtro_plissettato_piatto_per_aspiratori_serie_WD4-WD5-WD6_KARCHER_2.863-005.0.webp
Filtro Hepa per pulitore a vapore SV7 Karcher 2.860-229.0,KARCHER,"Ottimo grado di filtrazione, di polline, spore fungine , batteri ed escrementi di acari Filtrazione affidabile di allergeni e polvere Ideale per i soggetti allergici Più informazioni",/images/prodotti_karcher/Filtro_Hepa_per_pulitore_a_vapore_SV7_Karcher_2.860-229.0.webp
Filtro ricambio Karcher per bidone aspiracenere AD2 - AD3 - AD4,KARCHER,Filtro robusto e pieghettato per trattenere ceneri e polveri sottili derivanti dall'aspirazione di camini o barbeque. Più informazioni,/images/prodotti_karcher/Filtro_ricambio_Karcher_per_bidone_aspiracenere_AD2_-_AD3_-_AD4.webp
Giunto raccordo a 3 vie per tubi irrigazione Karcher 2.645-009.0,KARCHER,Raccordo a 3 vie per collegare velocemente 3 tubi Compatibile con tutti i sistemi a click Più informazioni,/images/prodotti_karcher/Giunto_raccordo_a_3_vie_per_tubi_irrigazione_Karcher_2.645-009.0.webp
"Giunto per tubi idropulitrice serie HD/HDS 2xM22x1,5 Karcher 41110370",KARCHER,"Doppio connettore in ottone per il collegamento e l'estensione di tubi ad alta pressione, Attacco filettato EASY!Lock Più informazioni","/images/prodotti_karcher/Giunto_per_tubi_idropulitrice_serie_HD_HDS_2xM22x1,5_Karcher_41110370.webp"
Giunto per tubi irrigazione Karcher 2.645-008.0,KARCHER,Per collegare velocemente 2 tubi irrigazione Compatibile con tutti i sistemi a click Più informazioni,/images/prodotti_karcher/Giunto_per_tubi_irrigazione_Karcher_2.645-008.0.webp
Idropulitrice acqua fredda motore a scoppio Karcher HD 8/23 G ENTRY CLASS,KARCHER,Portata (l/h) 800 Pressione di lavoro (bar) 230 Max. pressione (bar/MPa) 280 / 28 Tipo carburante Benzina Tipo di motore G300FA Più informazioni,/images/prodotti_karcher/Idropulitrice_acqua_fredda_motore_a_scoppio_Karcher_HD_8_23_G_ENTRY_CLASS.webp
Idropulitrice acqua fredda Karcher K4 Universal Edition FJ 130 bar,KARCHER,"Potenza assorbita 1,8 kW Pressione di lavoro max: 130 bar Portata acqua max: 420 l/h Più informazioni",/images/prodotti_karcher/Idropulitrice_acqua_fredda_Karcher_K4_Universal_Edition_FJ_130_bar.webp
