name,marca,descrizione,image_url
Elettropompe per irrigazione BP 6.000 Garden Set,Karcher,Il set da giardino BP 6.000 contiene un kit di aspirazione in modo che la pompa da giardino potente e di lunga durata possa essere utilizzata immediatamente per annaffiare il giardino.,/images/karcher_prodotti_HG/Elettropompe_per_irrigazione_BP_6.000_Garden_Set.webp
Elettropompe per irrigazione BP 6.000 Garden,Karcher,"La pompa da giardino BP 6.000 Garden è di lunga durata, potente e perfettamente adatta all'irrigazione con acqua proveniente da fonti alternative come serbatoi o serbatoi d'acqua.",/images/karcher_prodotti_HG/Elettropompe_per_irrigazione_BP_6.000_Garden.webp
Elettropompe per irrigazione BP 5.000 Garden Set Plus,Karcher,BP 5.000 Plus è subito pronto per l'uso grazie al set di aspirazione e tubo da giardino. La pompa da giardino resistente e potente è ideale per l'irrigazione da serbatoi/cisterne.,/images/karcher_prodotti_HG/Elettropompe_per_irrigazione_BP_5.000_Garden_Set_Plus.webp
Elettropompe per irrigazione BP 5.000 Garden,Karcher,La resistente e potente pompa da giardino BP 5.000 Garden è perfetta per l'irrigazione ecologica del giardino utilizzando acqua proveniente da fonti alternative come cisterne o serbatoi.,/images/karcher_prodotti_HG/Elettropompe_per_irrigazione_BP_5.000_Garden.webp
Elettropompa per alimentazione domestica BP 3.200 Home,Karcher,La potente pompa booster BP 3.200 Home con serbatoio di compensazione della pressione integrato pompa automaticamente l'acqua sanitaria a basso costo in tutta la casa.,/images/karcher_prodotti_HG/Elettropompa_per_alimentazione_domestica_BP_3.200_Home.webp
Elettropompe per irrigazione BP 4.500 Garden,Karcher,"Forte e durevole: la pompa da giardino BP 4.500 Garden è la soluzione entry-level ideale per l'irrigazione ecologica del giardino da fonti d'acqua alternative come cisterne, serbatoi, ecc.",/images/karcher_prodotti_HG/Elettropompe_per_irrigazione_BP_4.500_Garden.webp
Elettropompa Home & Garden BP 7 Home & Garden,Karcher,"Pompa premium di lunga durata per la casa e il giardino. Ideale per innaffiare i giardini e per l'utilizzo di fonti d'acqua alternative, per l'approvvigionamento di acqua di recupero.",/images/karcher_prodotti_HG/Elettropompa_Home_&_Garden_BP_7_Home_&_Garden.webp
Elettropompa Home & Garden BP 5 Home & Garden,Karcher,L'elettropompa BP 5 Casa e Giardino Premium è durevole e dotata di un efficiente motore 4 stadi.,/images/karcher_prodotti_HG/Elettropompa_Home_&_Garden_BP_5_Home_&_Garden.webp
Elettropompa Home & Garden BP 4 Home & Garden,Karcher,"Pompa premium di lunga durata per la casa e il giardino. Ideale per innaffiare i giardini e per l'utilizzo di fonti d'acqua alternative, per l'approvvigionamento di acqua di recupero.",/images/karcher_prodotti_HG/Elettropompa_Home_&_Garden_BP_4_Home_&_Garden.webp
Elettropompa sommersa a pressione BP 4 Deep Well,Karcher,"Ideali per pompare acqua da sorgive e pozzi, per una irrigazione senza sprechi di acqua potabile.",/images/karcher_prodotti_HG/Elettropompa_sommersa_a_pressione_BP_4_Deep_Well.webp
Elettropompa Home & Garden BP 3 Home & Garden,Karcher,L'elettropompa BP 3 Casa e Giardino è durevole e potente il che la rende la soluzione ideale per l'irrigazione del giardino e l'approvvigionamento idrico della tua casa.,/images/karcher_prodotti_HG/Elettropompa_Home_&_Garden_BP_3_Home_&_Garden.webp
Elettropompa sommersa a pressione BP 2 per Cisterne,Karcher,"La BP 2 per Cisterne è dotata di corpo e manicotti di acciaio inox, raccordo tubo ¾"" e 1"" con valvola di non ritorno e fascetta ferma tubo, galleggiante con livello di accensione regolabile",/images/karcher_prodotti_HG/Elettropompa_sommersa_a_pressione_BP_2_per_Cisterne.webp
Elettropompa da barile BP 2.000-18 Barrel,Karcher,"La pompa a batteria permette di utilizzare l'acqua piovana del barile anche nei giardini senza collegamento alla corrente. Questo non solo fa risparmiare acqua potabile, ma anche denaro.",/images/karcher_prodotti_HG/Elettropompa_da_barile_BP_2.000-18_Barrel.webp
Elettropompa da barile BP 1 BARREL,Karcher,Grazie alle innovative elettropompe di pescaggio con interruttore integrato on/off è possibile riciclare acqua piovana per irrigare il vostro giardino.,/images/karcher_prodotti_HG/Elettropompa_da_barile_BP_1_BARREL.webp
Idropulitrice K 7 Premium Smart Control Flex Home,Karcher,K 7 Premium Smart Control Flex Home con tubo PremiumFlex e pistola G 180 Q Smart Control per lo sporco ostinato in tutta la casa. Include Home Kit.,/images/karcher_prodotti_HG/Idropulitrice_K_7_Premium_Smart_Control_Flex_Home.webp
Idropulitrice K 7 Premium Smart Control Flex,Karcher,"Idropulitrice K 7 Premium Smart Control Flex con tubo PremiumFlex e pistola G 180 Q Smart Control per lo sporco ostinato su terrazze, vialetti e auto.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Premium_Smart_Control_Flex.webp
Idropulitrice K 7 Smart Control Flex Home,Karcher,"Per una potenza maggiore: K 7 Smart Control Flex Home con tubo PremiumFlex, pistola G 180 Q Smart Control, ideale per lo sporco ostinato in tutta la casa. Include Home Kit.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Smart_Control_Flex_Home.webp
Idropulitrice K 7 Smart Control Flex,Karcher,"L'idropulitrice K 7 Smart Control Flex con tubo PremiumFlex, pistola G 180 Q Smart Control, adatta allo sporco ostinato su terrazze, vialetti e auto.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Smart_Control_Flex.webp
Idropulitrice K 7 Premium Power Flex Home,Karcher,"K 7 Premium Power Flex Home con tubo PremiumFlex, pistola G 180 Q, lancia Vario Power, avvolgitubo e Home Kit. Per lo sporco ostinato in tutta la casa.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Premium_Power_Flex_Home.webp
Idropulitrice K 7 Power Flex Home,Karcher,"Per una potenza maggiore: idropulitrice K 7 Power Flex Home con tubo PremiumFlex, pistola G 180 Q per lo sporco ostinato in tutta la casa. Include Home Kit.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Power_Flex_Home.webp
Idropulitrice K 7 Power Flex,Karcher,"L'idropulitrice K 7 Power Flex con tubo PremiumFlex, pistola G 180 Q, adatta allo sporco ostinato su terrazze, vialetti e auto.",/images/karcher_prodotti_HG/Idropulitrice_K_7_Power_Flex.webp
Idropulitrice K 7 WCM FJ,Karcher,L'idropulitrice K 7 WCM FJ con motore raffreddato ad acqua rimuove lo sporco da terrazze e veicoli in modo efficace grazie alla sua potenza. Include diffusore detergente schiumogeno.,/images/karcher_prodotti_HG/Idropulitrice_K_7_WCM_FJ.webp
Idropulitrice K 7 WCM Car&Home,Karcher,L'idropulitrice K 7 WCM Car & Home con motore raffreddato ad acqua rimuove lo sporco da terrazze e veicoli in modo efficace e potente. Include il Car Cleaning Kit e l'Home Kit.,/images/karcher_prodotti_HG/Idropulitrice_K_7_WCM_Car&Home.webp
Idropulitrice K 7 WCM,Karcher,"Una performance top di categoria: la K 7 con motore raffreddato ad acqua rimuove ogni tipo di sporco da patii, terrazze, attrezzi e mobilio da giardino e veicoli.",/images/karcher_prodotti_HG/Idropulitrice_K_7_WCM.webp
Idropulitrice K 5 Classic Car & Home,Karcher,Leggera e maneggevole: l'idropulitrice K5 Classic Car & Home può essere riposta in un attimo ed è facile da trasportare. Include Set accessori DN35 e Home Kit.,/images/karcher_prodotti_HG/Idropulitrice_K_5_Classic_Car_&_Home.webp
Idropulitrice K 5 Classic Home,Karcher,"L'idropulitrice perfetta: la K5 Classic Home, che comprende il Kit Home con il lavasuperfici T5 e il detergente per pietre e facciate, è potente e facile da riporre e da trasportare.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Classic_Home.webp
Idropulitrice K 5 Classic,Karcher,"L'idropulitrice K 5 Classic, grazie all'innovativo sistema per arrotolare il tubo il modo compatto, è facile da trasportare e da riporre ed è adatta ad utilizzo frequente su sporco ostinato.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Classic.webp
Idropulitrice K 5 FJ,Karcher,"K 5 FJ è la compagna ideale per la pulizia periodica di sporco moderato su auto, vialetti e altre superfici intorno alla casa. Include diffusore detergente schiumogeno.",/images/karcher_prodotti_HG/Idropulitrice_K_5_FJ.webp
Idropulitrice K 5 WCM,Karcher,"Una performance che convince: l'idropulitrice K 5 WCM con motore raffreddato ad acqua è perfetto per rimuovere ogni tipo di sporco da patii, terrazze e veicoli.",/images/karcher_prodotti_HG/Idropulitrice_K_5_WCM.webp
Idropulitrice K 5 Premium Smart Control Flex Home,Karcher,Più controllo: la K 5 Premium Smart Control Flex con tubo PremiumFlex e pistola a grilletto G 180 Q Smart Control per lo sporco ostinato in tutta la casa. Incl. avvolgitubo e Home Kit.,/images/karcher_prodotti_HG/Idropulitrice_K_5_Premium_Smart_Control_Flex_Home.webp
Idropulitrice K 5 Smart Control,Karcher,"Con motore raffreddato ad acqua, Bluetooth, App Home&Garden, modalità boost per una maggiore potenza. Pressione max 145 bar | Portata 500 l/h | Resa 40 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_5_Smart_Control.webp
Idropulitrice K 5 Power Control Flex Home,Karcher,"K 5 Power Control Flex Home con tubo PremiumFlex, pistola G 160 Q Power Control per lo sporco ostinato su terrazze, mobili da giardino e auto. Include Home Kit.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Power_Control_Flex_Home.webp
Idropulitrice K 5 Power Control Flex,Karcher,"L'idropulitrice K 5 Power Control Flex con tubo PremiumFlex, pistola G 160 Q Power Control per lo sporco ostinato su terrazze, mobili da giardino e auto.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Power_Control_Flex.webp
Idropulitrice K 5 Compact,Karcher,"Idropulitrice extra compatta, ideale ideale per un utilizzo occasionale, per rimozione dello sporco moderato. Pressione max 145 bar | Portata 500 l/h | Resa 40 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_5_Compact.webp
Idropulitrice K 5 Compact Home,Karcher,Idropulitrice compatta con motore raffreddato ad acqua. Include il lavasuperfici T 350 e il detergente per pietra e facciate. Pressione max 145 bar | Portata 500 l/h | Resa 40 m²/h,/images/karcher_prodotti_HG/Idropulitrice_K_5_Compact_Home.webp
Idropulitrice K 6 Black,Karcher,"K 6 Black è l'idropulitrice ideale pulire viali, veicoli di grandi dimensioni e piscine in modo efficace e risparmiando tempo.",/images/karcher_prodotti_HG/Idropulitrice_K_6_Black.webp
Idropulitrice K 6 Black T5,Karcher,"K 6 Black T5 è l'idropulitrice ideale per pulire i veicoli e tutte le superfici esterne come terrazzi, vialetti, recinzioni e piscine. Include il lavasuperfici T 5.",/images/karcher_prodotti_HG/Idropulitrice_K_6_Black_T5.webp
Idropulitrice K 5 Black,Karcher,"K 5 Black è ideale per pulire i veicoli e tutte le superfici esterne come vialetti, terrazzi e muretti.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Black.webp
Idropulitrice K 5 Black T5,Karcher,"K 5 Black T 5 è ideale per la pulizia di auto, vialetti e ampie superfici. Lavasuperfici T 5 incluso.",/images/karcher_prodotti_HG/Idropulitrice_K_5_Black_T5.webp
Idropulitrice K 4 Universal Edition T5,Karcher,L'idropulitrice K 4 Universal Edition T 5 è ideale per pulire tutte le superfici esterne con la pressione adatta al tipo di lavoro da svolgere. Con lavasuperfici incluso.,/images/karcher_prodotti_HG/Idropulitrice_K_4_Universal_Edition_T5.webp
Idropulitrice K 4 FJ Home,Karcher,"K 4 FJ Home è ideale per la pulizia periodica di sporco moderato su auto, vialetti e altre superfici intorno alla casa. Include Home Kit e diffusore detergente schiumogeno.",/images/karcher_prodotti_HG/Idropulitrice_K_4_FJ_Home.webp
Idropulitrice K 4 Classic,Karcher,Facile da trasportare e da riporre: l'idropulitrice K 4 Classic può essere utilizzata per affrontare ogni tipo di sporco.,/images/karcher_prodotti_HG/Idropulitrice_K_4_Classic.webp
Idropulitrice K 4 WCM,Karcher,Potente e con motore raffreddato ad acqua: l'idropulitrice K 4 WCM è perfetta per rimuovere ogni tipo di sporco da veicoli e da tutte le superfici esterne.,/images/karcher_prodotti_HG/Idropulitrice_K_4_WCM.webp
Idropulitrice K 4 Compact UM Universal Edition,Karcher,Facile da trasportare e da riporre: l'idropulitrice K 4 Compact UM con la lancia telescopica è sempre pronta all'uso. La dotazione include la spazzola WB 150. Area di lavoro di 30mq/h.,/images/karcher_prodotti_HG/Idropulitrice_K_4_Compact_UM_Universal_Edition.webp
Idropulitrice K 4 Compact UM Home,Karcher,Facile da trasportare e veloce da riporre: la K 4 Compact UM per l'uso occasionale su sporco moderato. Include manico telescopico. Rendimento di superficie di 30 m²/h.,/images/karcher_prodotti_HG/Idropulitrice_K_4_Compact_UM_Home.webp
Idropulitrice K 4 Power Control Flex Home,Karcher,"K 4 Power Control Flex con tubo PremiumFlex e pistola G 160 Q Power Control è adatta per lo sporco moderato su terrazze, mobili da giardino e auto. Include Home Kit.",/images/karcher_prodotti_HG/Idropulitrice_K_4_Power_Control_Flex_Home.webp
Idropulitrice K 4 Power Control Flex,Karcher,"L'idropulitrice K 4 Power Control Flex con tubo PremiumFlex e pistola G 160 Q Power Control è adatta per lo sporco moderato su terrazze, mobili da giardino e auto.",/images/karcher_prodotti_HG/Idropulitrice_K_4_Power_Control_Flex.webp
Idropulitrice K 4 Compact,Karcher,Facile da trasportare e veloce da riporre: l'idropulitrice K 4 Compact è dotata di una maniglia telescopica e motore raffreddato ad acqua. Resa 30 m² / h.,/images/karcher_prodotti_HG/Idropulitrice_K_4_Compact.webp
Idropulitrice K 4 Compact UM,Karcher,"Idropulitrice molto compatta, facile da trasportare e riporre. Ideale per rimuovere lo sporco dalle superfici esterne intorno alla casa. Pressione max 130 bar | Portata 420 l/h | Resa 30 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_4_Compact_UM.webp
Idropulitrice K 4 Black,Karcher,"K 4 Black è ideale per la pulizia di auto, vialetti e superfici esterne.",/images/karcher_prodotti_HG/Idropulitrice_K_4_Black.webp
Idropulitrice K 4 Black Home,Karcher,"K 4 Black Home è ideale per la pulizia di auto, vialetti e superfici esterne. Lavasuperfici T 5 incluso.",/images/karcher_prodotti_HG/Idropulitrice_K_4_Black_Home.webp
Idropulitrice K 3 FJ Home,Karcher,"Questa idropulitrice è ideale per affrontare lo sporco su piccole superfici di giardini e patii, mobili da giardino e molto altro. Include Home Kit e il diffusore detergente schiumogeno.",/images/karcher_prodotti_HG/Idropulitrice_K_3_FJ_Home.webp
Idropulitrice K 3 FJ,Karcher,"La K 3 FJ è ideale per affrontare lo sporco leggero su piccole superfici di giardini e patii, mobili da giardino, automobili e altro ancora. Incl. diffusore detergente schiumogeno.",/images/karcher_prodotti_HG/Idropulitrice_K_3_FJ.webp
Idropulitrice K 3 Horizontal Plus Home,Karcher,"L'idropulitrice K 3 Horizontal Plus Home, piccola e poco ingombrante, è ideale per la pulizia delle superfici fuori casa, arredi da esterno, terrazzi e veicoli. Lavasuperfici incluso.",/images/karcher_prodotti_HG/Idropulitrice_K_3_Horizontal_Plus_Home.webp
Idropulitrice K 3 Horizontal Plus,Karcher,"Puoi sempre contare sull'idropulitrice K 3 Horizontal Plus. Piccola e salvaspazio, è ideale per pulire ogni tipo di sporco dalle superfici in giardino e dai veicoli.",/images/karcher_prodotti_HG/Idropulitrice_K_3_Horizontal_Plus.webp
Idropulitrice K 3,Karcher,"Puoi sempre contare sull'idropulitrice K 3: la soluzione perfetta per la pulizia accurata di giardini e terrazzi, mobili da giardino, automobili, ecc.",/images/karcher_prodotti_HG/Idropulitrice_K_3.webp
Idropulitrice K 3,Karcher,"Idropulitrice piccola e potente, utile per divrse applicazioni fra cui la pulizia di piccoli veicoli e mobili da giardino. Pressione max 120 bar | Portata 380 l/h | Resa 25 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_3.webp
Idropulitrice K 3 Premium Power Control Home,Karcher,"Idropulitrice con App home&garden, per risultati di pulizia ottimali. Include un pratico avvolgitubo, Lavasuperfici T 1 e detergente. Pressione max 120 bar | Portata 380 l/h | Resa 25 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_3_Premium_Power_Control_Home.webp
Idropulitrice K 3 Premium Power Control,Karcher,"Idropulitrice con App home&garden, per risultati di pulizia ottimali. Include un pratico avvolgitubo. Pressione max 120 bar | Portata 380 l/h | Resa 25 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_3_Premium_Power_Control.webp
Idropulitrice K 3 Power Control,Karcher,"Con pistola Power Control e lance. Grazie all' App Home&Garden, è possibile ricevere consigli di pulizia per risultati ottimali. Pressione max 120 bar | Portata 380 l/h | Resa 25 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_3_Power_Control.webp
Idropulitrice K 3 Power Control Home,Karcher,"Idropulitrice con App home&garden, per risultati di pulizia ottimali. Include Lavasuperfici T 1 e detergente. Pressione max 120 bar | Portata 380 l/h | Resa 25 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_3_Power_Control_Home.webp
Idropulitrice K 2 Universal Edition,Karcher,L'idropulitrice K 2 Universal Edition è stata pensata per rimuovere in modo affidabile ogni tipo di sporco dalle superfici esterne.,/images/karcher_prodotti_HG/Idropulitrice_K_2_Universal_Edition.webp
Idropulitrice K 2 Premium Horizontal,Karcher,"Piccola e poco ingombrante: la K 2 Premium Horizontal è l'idropulitrice perfetta per pulire terrazzi, veicoli e attrezzi e mobili da giardino in modo delicato.",/images/karcher_prodotti_HG/Idropulitrice_K_2_Premium_Horizontal.webp
Idropulitrice K 2 Horizontal VPS,Karcher,"Piccola e salvaspazio: la K 2 Horizontal VPS è l'idropulitrice perfetta per l'uso occasionale e lo sporco leggero, ad esempio su biciclette e/o attrezzi da giardino e mobili da esterno.",/images/karcher_prodotti_HG/Idropulitrice_K_2_Horizontal_VPS.webp
Idropulitrice K 2 Horizontal,Karcher,"La piccola ma potente K 2 Horizontal è perfetta per la pulizia quotidiana di veicoli, mobili e giochi da giardino e superfici esterne.",/images/karcher_prodotti_HG/Idropulitrice_K_2_Horizontal.webp
Idropulitrice K 2 Classic,Karcher,"Ultra compatta, facile da trasportare e da riporre: l'idropulitrice K 2 Classic è ideale per la pulizia quotidiana delle superfici esterne.",/images/karcher_prodotti_HG/Idropulitrice_K_2_Classic.webp
Idropulitrice K 2 Power Control Home,Karcher,"Idropulitrice con App Home&Garden, che fornisce supporto e consigli di pulizia per risultati ottimali. Incl. Lavasuperfici T 1 e detergente. Pressione max 110 bar | Portata 360 l/h | Resa 20 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_2_Power_Control_Home.webp
Idropulitrice K 2 Premium Power Control,Karcher,"Idropulitrice con App Home&Garden, che fornisce supporto e consigli di pulizia per risultati ottimali. Incl. Vaschetta del detergente. Pressione max 110 bar | Portata 360 l/h | Resa 20 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_2_Premium_Power_Control.webp
Idropulitrice K 2 Power Control,Karcher,"Con pistola Power Control e lance. Grazie all' App Home&Garden, è possibile ricevere consigli di pulizia per risultati ottimali. Pressione max 110 bar | Portata 360 l/h | Resa 20 m²/h",/images/karcher_prodotti_HG/Idropulitrice_K_2_Power_Control.webp
Idropulitrice K 2,Karcher,"K 2 Kärcher è l'idropulitrice perfetta per l'uso occasionale sporco leggero, ad esempio su biciclette e/o attrezzi da giardino nonché mobili da esterno.",/images/karcher_prodotti_HG/Idropulitrice_K_2.webp
Idropulitrice K 2 Premium FJ,Karcher,Dì addio allo sporco: mantieni pulito il tuo giardino con l'idropulitrice K 2 Premium FJ. Incl. diffusore detergente schiumogeno.,/images/karcher_prodotti_HG/Idropulitrice_K_2_Premium_FJ.webp
Idropulitrice K 2 Premium,Karcher,Dite addio allo sporco: lava facilmente le superficie esterne e i mobili da giardino con l'idropulitrice K 2 Premium.,/images/karcher_prodotti_HG/Idropulitrice_K_2_Premium.webp
Idropulitrice K 2 Home T150,Karcher,L'idropulitrice per l'uso occasionale e lo sporco leggero. Include accessorio lavasuperfici T 150 e detergente per il patio. Pressione max 110 bar | Portata 360 l/h | Resa 20 m²/h,/images/karcher_prodotti_HG/Idropulitrice_K_2_Home_T150.webp
Idropulitrice K 2 Universal,Karcher,Idropulitrice progettata per un uso occasionale; rimuove in modo affidabile lo sporco leggero dalle superfici esterne della casa. Pressione max 110 bar | Portata 360 l/h | Resa 20 m²/h,/images/karcher_prodotti_HG/Idropulitrice_K_2_Universal.webp
Lavapavimenti senza fili FC 8 Smart Signature Line,Karcher,"Pavimenti perfettamente lavati senza dover prima aspirare: la lavapavimenti FC 8 Smart Signature Line é dotata di LED, di un attraente display LCD e di una connessione all'App dedicata.",/images/karcher_prodotti_HG/Lavapavimenti_senza_fili_FC_8_Smart_Signature_Line.webp
Lavapavimenti senza fili FC 7 Cordless,Karcher,"Pavimenti appena puliti senza bisogno di aspirare prima: la lavapavimenti FC 7 Cordless rimuove in un solo passaggio tutti i tipi di sporco quotidiano, secco e umido.",/images/karcher_prodotti_HG/Lavapavimenti_senza_fili_FC_7_Cordless.webp
Lavapavimenti senza fili FC 4-4 Battery Set,Karcher,FC 4-4 rimuove lo sporco quotidiano solido e liquido in modo preciso e rapido con le sue due modalità di pulizia. Include batterie intercambiabili e caricabatterie rapido Duo.,/images/karcher_prodotti_HG/Lavapavimenti_senza_fili_FC_4-4_Battery_Set.webp
Lavapavimenti senza fili FC 2-4 Battery Set,Karcher,"Pulizia semplice, veloce ed efficace: il lavapavimenti FC 2-4 rimuove lo sporco quotidiano secco e umido in un solo passaggio. Include batteria intercambiabile e caricabatteria.",/images/karcher_prodotti_HG/Lavapavimenti_senza_fili_FC_2-4_Battery_Set.webp
Scopa elettrica a batteria EWM 2,Karcher,"La lavapavimenti cordless EWM 2 rimuove facilmente lo sporco e le macchine da ogni tipo di pavimento, senza dover trascinare secchio e spazzolone e con un'efficiacia maggiore del 20%.",/images/karcher_prodotti_HG/Scopa_elettrica_a_batteria_EWM_2.webp
"Set di rulli gialli per lavapavimenti EWM2, FC3, FC5, FC7",Karcher,"Due rulli in microfibra per la pulizia approfondita ma delicata dei pavimenti duri della casa. Privi di lanugine, assorbenti e resistenti. Adatti al lavaggio in lavatrice fino a 60° C.","/images/karcher_prodotti_HG/Set_di_rulli_gialli_per_lavapavimenti_EWM2,_FC3,_FC5,_FC7.webp"
"Set rulli in microfibra per pietra per lavapavimenti EWM2, FC3, FC5, FC7",Karcher,"Due rulli in microfibra per la pulizia approfondita ma delicata dei pavimenti in pietra. Privi di lanugine, assorbenti e resistenti. Adatti al lavaggio in lavatrice fino a 60° C.","/images/karcher_prodotti_HG/Set_rulli_in_microfibra_per_pietra_per_lavapavimenti_EWM2,_FC3,_FC5,_FC7.webp"
FC 2 stone roller,Karcher,La pulizia di pavimenti duri non delicati e fessure sporche non potrebbe essere più semplice: con l' FC 2 stone roller.,/images/karcher_prodotti_HG/FC_2_stone_roller.webp
Rullo universale FC 2,Karcher,"Rullo universale per la pulizia delicata a umido e la cura di tutti i pavimenti duri. Senza pelucchi, assorbente e resistente. Lavabile in lavatrice fino a 60 °C.",/images/karcher_prodotti_HG/Rullo_universale_FC_2.webp
"Detergente per pavimenti in pietra RM 537 per lavapavimenti FC3, FC5, FC7, 500ml",Karcher,"Risultati eccellenti su piastrelle, pietra e pietra naturale. Rimuove delicatamente le macchie ed è adatto anche per PVC e linoleum.","/images/karcher_prodotti_HG/Detergente_per_pavimenti_in_pietra_RM_537_per_lavapavimenti_FC3,_FC5,_FC7,_500ml.webp"
"Detergente universale per pavimenti RM 536 per lavapavimenti FC3, FC5, FC7, 500ml",Karcher,Rimuove lo sporco più ostinato ed i segni di striature. Protegge dal rigonfiamento delle superfici in legno per l'umidità e con un profumo di limone.,"/images/karcher_prodotti_HG/Detergente_universale_per_pavimenti_RM_536_per_lavapavimenti_FC3,_FC5,_FC7,_500ml.webp"
"Detergente per parquet con cera, per lavapavimenti FC3, FC5, FC7, 500ml",Karcher,Detergente per la cura e la pulizia dei parquet cerati. Protegge i pavimenti e li rende lucidi. Con profumo di cera d'api molto piacevole. Ideale per l'utilizzo con le lavapavimenti Kärcher.,"/images/karcher_prodotti_HG/Detergente_per_parquet_con_cera,_per_lavapavimenti_FC3,_FC5,_FC7,_500ml.webp"
"Detergente per parquet RM 534 per lavapavimenti FC3, FC5, FC7, 500ml",Karcher,"Per una pulizia accurata e delicata di legno verniciato. Crea una patina protettiva contro l'umidità, efficace contro i rigonfiamenti del pavimento. Con profumo di limone fresco.","/images/karcher_prodotti_HG/Detergente_per_parquet_RM_534_per_lavapavimenti_FC3,_FC5,_FC7,_500ml.webp"
